상태,위도,경도
1,37.71163395,127.3234054
1,37.71108109,127.1183452
1,37.71067633,127.8482961
1,37.70930675,126.7411875
0,37.70906265,128.5991339
1,37.70788188,126.7540298
1,37.70766799,126.7033616
1,37.70760647,127.1990245
1,37.70713878,128.1949755
1,37.70710635,126.8124714
1,37.70515478,127.4477543
1,37.70278015,126.8998433
1,37.70180833,126.7535555
1,37.70096699,126.7669342
1,37.7005952,128.2257934
1,37.70027871,126.6046578
1,37.69981433,126.9300958
1,37.6991573,127.2062726
1,37.69819436,126.7681358
1,37.69781527,127.8935493
1,37.69621078,126.7825103
1,37.69581361,126.8433908
1,37.69514612,127.2143753
1,37.69484372,126.7668037
0,37.69434364,127.6298456
1,37.69434364,127.6298456
1,37.69367801,126.5945201
1,37.69356861,126.5638622
1,37.69263933,126.7481118
1,37.69202178,126.8663878
1,37.68911038,128.6935413
1,37.68851942,126.4199565
1,37.68842821,127.3141893
1,37.68838004,128.191559
0,37.68788046,128.5604482
1,37.68673161,127.0496481
1,37.6864535,126.766635
1,37.68567346,126.7210942
1,37.68534421,126.81361
1,37.68486686,126.7572484
1,37.6847816,126.7818544
1,37.68430175,126.6065338
1,37.68400849,127.0545483
1,37.68361193,126.4870487
1,37.67942446,126.7809178
1,37.67936222,127.0383615
1,37.67923914,126.7706434
1,37.67900195,127.9391924
1,37.67723914,126.7900881
1,37.6771471,127.6006266
1,37.67680885,126.7627204
0,37.67586288,127.7477361
0,37.67586288,127.7477361
1,37.67586288,127.7477361
1,37.67529827,126.779139
1,37.67506088,126.8150232
1,37.67471016,126.7675378
1,37.67380211,127.8734841
1,37.67365395,126.5543303
1,37.67300289,126.7486905
1,37.67300033,127.0583217
1,37.67238885,126.7965809
1,37.67164556,127.0403615
1,37.67134522,126.7323648
0,37.67117381,126.1905055
0,37.671166,126.1898935
1,37.67104351,126.7649785
1,37.67041118,127.5153721
1,37.67035094,127.0516956
1,37.66934641,126.8025104
1,37.66909424,127.1160705
1,37.66908989,126.8064736
1,37.66904955,126.757368
1,37.66854903,126.735757
0,37.66839155,128.0141445
0,37.66839155,128.0141445
1,37.66839155,128.0141445
1,37.66839155,128.0141445
1,37.66829639,126.3623726
1,37.66793409,127.075809
1,37.66760077,127.0600947
1,37.6673994,127.066002
1,37.66728622,127.2465978
1,37.66715923,126.7617537
1,37.66656097,127.081257
1,37.66578884,127.0293688
1,37.66569657,127.1291402
1,37.66496892,127.0547203
1,37.6639141,127.0320519
1,37.66363797,127.0490252
1,37.66300872,127.0679339
1,37.66239907,127.0624796
1,37.66182127,126.8952063
1,37.66076952,127.0252869
1,37.65998585,127.0432429
1,37.65991166,127.2418362
1,37.65918606,127.0659856
1,37.6584843,127.057168
1,37.65808159,127.0223077
1,37.65777535,127.0466324
1,37.65763914,126.7910409
1,37.6576236,127.1789589
1,37.65760944,126.8440785
1,37.65750952,127.0733006
1,37.65687716,127.3069122
1,37.65603867,127.0350313
1,37.65548548,126.7838666
1,37.65525878,127.1840573
1,37.65511998,127.0447632
1,37.65414451,127.3016654
1,37.65407513,126.8823573
1,37.65400701,127.1243241
1,37.65399942,127.340412
1,37.65399829,127.0748973
1,37.65394611,126.6899223
1,37.65384789,126.6788081
1,37.65322395,127.1412304
1,37.65312902,127.1159051
1,37.6531037,126.9509953
1,37.65303741,127.0136394
1,37.65294411,126.4375123
1,37.65243082,126.833682
1,37.65236527,126.9437523
1,37.65234285,127.0406366
1,37.65202945,126.5846386
0,37.65193024,127.2863448
1,37.65193024,127.2863448
1,37.65187313,126.7891669
0,37.65185383,126.9143259
1,37.65162203,127.0648865
1,37.65155931,126.6657999
1,37.65113307,127.0805241
1,37.65078966,127.0278263
1,37.65062266,127.0729086
1,37.64981617,126.6334266
1,37.64919839,127.2377039
1,37.64869292,127.0244714
1,37.64848151,127.0675399
1,37.64820314,126.5533583
1,37.64813028,127.0815542
1,37.64783709,127.051961
1,37.64754905,126.6219252
1,37.64746052,127.0476005
1,37.64688343,126.7783212
1,37.64664271,126.660451
1,37.64645449,127.1159582
1,37.64614951,128.4920565
1,37.64608287,126.6901182
1,37.64600713,127.0579017
1,37.6457367,127.1457486
1,37.64565662,127.3019212
1,37.64538491,127.239745
1,37.64517145,127.9270958
1,37.64509903,126.8326967
1,37.64473588,127.1038497
1,37.64467043,127.3755312
1,37.64466926,127.0662855
1,37.64403863,126.7814841
1,37.64374879,127.2414801
1,37.64366568,127.0627812
1,37.64318861,127.0413477
1,37.64282783,127.0099845
1,37.64265638,126.9191406
1,37.64238005,128.569801
1,37.64155723,127.0694689
1,37.64120997,126.6345747
1,37.64108431,127.2349226
1,37.64064545,126.8358882
1,37.64026652,127.1392888
1,37.64019935,126.6260368
1,37.63972056,128.5567529
0,37.63924904,126.7682828
0,37.63856328,126.7696037
1,37.63790861,126.4906533
1,37.63788979,127.0158618
1,37.63730398,127.0641716
1,37.63709337,127.0330012
1,37.63626156,127.042137
1,37.6360967,127.3014157
1,37.63552889,127.2110634
1,37.63487508,126.6781602
1,37.63487508,126.6781602
1,37.63465068,129.0433613
1,37.6342355,127.0729922
1,37.63365777,126.8260744
1,37.63348602,127.0599494
1,37.63340195,126.7075678
0,37.63285648,126.9291208
1,37.63249576,127.0412376
1,37.63221404,126.418822
1,37.63209497,127.0665417
1,37.63194017,127.0116733
1,37.63152256,127.1203669
1,37.63149115,126.8703934
1,37.63059473,127.0202739
1,37.63022672,128.1457163
1,37.63001509,127.0531358
1,37.62997095,128.0036805
1,37.62929335,127.0689091
1,37.62917176,127.4994586
1,37.6289893,127.04071
1,37.62882897,126.7019714
1,37.62859311,127.2038933
1,37.62764832,127.0508096
1,37.62703035,127.0743854
1,37.62661578,127.1584984
1,37.62631127,126.9283794
1,37.62611795,127.0907014
1,37.62541227,126.7091261
1,37.62442373,126.8160731
1,37.62416342,126.7172416
1,37.62387598,126.9241724
1,37.6238715,127.0292164
1,37.62380492,126.8312628
1,37.62350634,127.0166335
1,37.62321712,127.0468056
1,37.62253986,127.0850197
1,37.62200609,127.0470677
1,37.62170454,126.836895
1,37.62095151,127.013715
1,37.62080862,126.9293362
1,37.62064069,126.6248525
1,37.62029605,126.934162
1,37.62018976,127.068937
1,37.62016415,126.7237948
1,37.61973776,126.9124734
1,37.61935203,127.0054007
1,37.61929335,126.8503884
1,37.61925429,126.9167148
1,37.6190945,127.0743095
1,37.61891034,127.055271
1,37.61842602,127.0581658
1,37.61804541,127.1113924
1,37.61781253,126.9273546
1,37.61735813,126.8317304
1,37.61725003,126.8395053
1,37.61706519,126.8260542
1,37.61692608,127.0315696
1,37.61601039,127.0146384
1,37.61589923,128.3811904
1,37.61565575,127.0235907
1,37.61488997,126.842573
1,37.61488407,126.8382101
1,37.61413479,127.1615436
1,37.6139053,127.0174197
1,37.61375555,127.0277808
1,37.61351661,126.7260846
1,37.6133985,127.0921402
1,37.6128917,126.9195806
1,37.61278718,126.9309566
1,37.61215988,126.9093337
1,37.61215533,127.0498748
1,37.6121078,127.1573668
1,37.61188476,127.0005935
1,37.61184367,126.9262051
1,37.61046281,127.0217272
1,37.61016052,126.9153115
1,37.60921569,127.2618358
1,37.60907102,127.0384341
1,37.60904328,126.9057904
1,37.60901808,127.3480712
1,37.60897862,127.0736425
1,37.60891654,127.1416947
1,37.60888267,127.1543338
1,37.60860617,127.0697644
1,37.6085718,127.0327032
1,37.60761112,126.7511123
1,37.60725866,127.1356122
1,37.60716823,127.0755479
1,37.60700567,127.1423344
1,37.60599841,126.7735094
1,37.6049041,127.1049358
1,37.60481801,126.7266601
1,37.60475823,127.131798
1,37.60423808,127.0999656
1,37.60406647,126.9264257
1,37.60405671,127.0077642
1,37.60397129,127.0813203
1,37.60394089,127.0133088
1,37.60317115,126.9609801
1,37.60303305,126.8247369
1,37.6029919,127.0946278
0,37.60271774,127.4232633
1,37.60271774,127.4232633
1,37.60242835,127.0645358
1,37.60220114,126.6675247
1,37.601794,127.0278307
1,37.60179347,126.9344003
1,37.60177148,126.6510249
1,37.60168333,126.9143744
1,37.60157261,127.0842303
1,37.60087946,127.147781
1,37.60081254,126.956352
1,37.60062384,127.1559746
1,37.5989181,127.040141
1,37.59888903,126.7264508
1,37.59850187,126.6644068
1,37.5983318,127.1034364
1,37.59797977,127.0838005
0,37.59793215,127.0199253
0,37.5979196,126.9288596
1,37.5979196,126.9288596
1,37.59787977,127.1336656
1,37.59768438,127.0136066
1,37.59757754,126.9182156
1,37.59755769,126.6708247
1,37.59744531,126.9052479
1,37.59735729,126.9496866
1,37.59566609,127.8188757
0,37.59565353,128.5626366
0,37.59565353,128.5626366
1,37.59564834,127.0117628
0,37.59507181,128.0019615
0,37.59499175,128.0024767
1,37.59489773,127.0349483
1,37.59425927,127.1034896
1,37.59365592,126.9982789
1,37.59341461,127.130306
1,37.59335608,127.0129853
0,37.59275297,128.2185647
1,37.59275297,128.2185647
1,37.59272955,126.9122877
1,37.59256862,126.9439061
1,37.59239796,126.9075324
1,37.59236959,126.6914235
1,37.59217636,127.2212538
1,37.59207156,127.0554821
1,37.5919815,127.099374
1,37.59180214,127.1526046
1,37.59123391,127.0877106
1,37.59092913,127.0471296
1,37.59056176,129.0903586
1,37.59024472,126.9453299
1,37.59020065,127.1421302
1,37.59002522,127.0794437
1,37.58956738,126.6719922
1,37.58930352,126.9192075
1,37.5891843,127.0757834
1,37.5891809,127.0478668
1,37.58894914,126.9999819
1,37.58861679,126.9216357
1,37.58830873,127.1326974
1,37.58796153,127.2144117
1,37.58794438,127.0814342
1,37.58674881,127.1353486
1,37.58652979,127.2188685
1,37.58631159,127.0396406
1,37.58608838,127.0701328
1,37.58577774,127.0581585
1,37.5857052,126.9693629
1,37.58546519,126.8807988
1,37.5852701,127.0866755
1,37.58501425,126.8955495
1,37.58496224,126.9214448
1,37.5846505,126.9434999
1,37.58243057,126.9044925
1,37.58217353,127.0969246
1,37.58189926,127.031188
1,37.58178228,126.9309671
1,37.58158898,127.014206
1,37.58152308,128.1459476
0,37.58060119,129.0311972
1,37.58048791,127.0565015
1,37.58013409,127.2276847
1,37.58007879,126.8103496
1,37.57992781,127.066287
0,37.57991161,129.0310653
1,37.57983381,126.9855363
1,37.57978827,126.9180992
1,37.57960298,126.8822527
1,37.57957305,126.9250596
1,37.57955405,127.218033
1,37.57934542,126.9515282
1,37.579162,127.0235883
1,37.57895378,127.0613864
1,37.57742254,126.9666765
1,37.57730465,127.0036317
1,37.57722858,127.0881017
1,37.57664691,126.8189574
1,37.57613613,127.0144585
1,37.57608779,126.892193
1,37.57591362,127.0289667
1,37.57562018,126.8145767
1,37.57558341,127.1858897
1,37.57483174,126.9877469
1,37.57454955,127.0543914
1,37.5742022,126.9602662
1,37.57354823,127.0733043
1,37.57301521,127.0433692
1,37.57265914,127.0029794
1,37.57263861,126.8049576
1,37.57196757,127.0645819
1,37.57184697,127.0175865
1,37.57139119,127.1931193
1,37.57099536,126.9047516
1,37.57002742,126.8395931
1,37.56920964,126.9338222
1,37.56875427,127.0357193
1,37.56864581,126.9631714
1,37.5686106,126.8057061
1,37.5685479,126.9745496
1,37.56842041,126.7471452
1,37.56834497,127.0419266
1,37.56815091,126.8180317
1,37.56790461,127.0146923
1,37.56786426,126.6785212
1,37.56741078,127.3185928
1,37.56708514,126.9048789
0,37.56695198,128.2260309
0,37.56690282,128.2266006
1,37.56688124,127.0885241
1,37.56676807,126.8523725
1,37.56661809,126.9113901
0,37.56618851,128.0401298
0,37.56618851,128.0401298
1,37.56618851,128.0401298
1,37.56588194,127.0798074
1,37.56569242,127.071884
1,37.5653087,126.9637707
0,37.5652517,126.8502294
1,37.5652517,126.8502294
0,37.56503705,127.1772476
1,37.56494168,128.3498353
1,37.56480122,126.8446615
1,37.56464476,126.6847739
1,37.56412995,127.0228139
1,37.5634718,127.182713
1,37.56312538,126.9661034
1,37.56308924,126.8216478
1,37.56295716,127.0295548
1,37.56290435,127.0477413
1,37.56271737,126.9533228
1,37.56243855,126.8111142
1,37.56202381,127.00182
1,37.5619974,127.1806133
1,37.561691,126.8590376
1,37.56128417,126.84777
1,37.56102693,126.8643901
1,37.56095032,126.9426531
1,37.56082957,127.053553
1,37.56077104,127.1665894
1,37.56070295,126.9010614
1,37.56070027,127.0144691
1,37.56062466,126.8422889
1,37.56046159,126.849904
1,37.56030449,126.67246
1,37.56009135,126.9868032
1,37.55964777,126.8533101
1,37.55952571,126.9886594
1,37.5594969,127.0111821
1,37.55915323,127.1989414
0,37.55886168,127.1608493
1,37.55857094,126.7593066
1,37.55855635,127.0424825
1,37.55842619,127.0142287
1,37.55833999,127.1938507
1,37.55832397,127.1532562
1,37.558286,126.9026582
1,37.55796814,127.0842083
1,37.55795054,126.9476986
1,37.55774224,127.0293626
1,37.55761209,126.9339637
1,37.55741564,128.107992
1,37.55712008,127.0234184
1,37.55690955,127.1460372
1,37.55690188,126.9874013
1,37.55656718,126.6510773
1,37.55627806,127.1851445
1,37.55620147,126.9639245
1,37.55602866,127.1287606
1,37.55552123,126.9559891
1,37.55483577,126.8712732
1,37.55478484,126.9250392
1,37.55473543,126.9394166
1,37.55455879,127.1733885
1,37.55413249,127.2012955
1,37.55406021,127.0694374
1,37.55392319,127.1419753
1,37.55350763,126.9495396
1,37.55337974,127.0988248
1,37.55328671,126.91108
1,37.5532504,126.8620367
1,37.55264139,127.1468754
1,37.55263385,126.8238999
1,37.55254722,127.0200943
1,37.55229931,129.1026406
1,37.55222396,126.872269
1,37.55221087,126.9608211
0,37.55205697,127.1688696
0,37.55193104,127.2152636
1,37.55176426,126.8549416
1,37.5509286,127.1504481
1,37.55072713,126.9256362
1,37.55069124,127.0741193
1,37.55063176,126.7440729
1,37.55039749,127.0873368
1,37.54991764,127.072077
1,37.54927234,127.1243084
1,37.54911549,126.9440564
1,37.54893488,126.8462018
1,37.54869511,126.6840036
1,37.54838484,127.2091788
1,37.54822753,127.1013166
1,37.54784523,126.6697579
1,37.54765559,127.0911267
1,37.54753713,126.8581998
1,37.54723795,126.9766843
1,37.54722241,127.1366803
1,37.54716237,127.1532967
1,37.54710735,127.172294
1,37.54694069,127.0101256
1,37.54669325,126.7410627
1,37.54625993,127.3003792
1,37.54613609,127.0177796
1,37.54592178,127.1299381
1,37.54590469,127.0222018
1,37.54572846,126.9540938
1,37.54488995,126.989155
1,37.54452521,127.0982473
1,37.54449623,126.7180724
1,37.54424992,127.0634264
1,37.54423015,126.7322722
1,37.54419863,127.0712116
1,37.54403345,127.1330263
1,37.54384327,126.9377055
1,37.54369945,126.8746327
1,37.54342584,126.6825684
1,37.54322239,126.8460777
1,37.54305965,127.0504398
1,37.54292168,126.8823149
1,37.54287729,127.0803803
1,37.542677,126.8294769
1,37.54243453,126.9458673
1,37.54207455,126.7909882
1,37.54207282,127.2079527
1,37.5419876,126.8617587
1,37.54189356,126.7239254
1,37.54181521,127.0155291
1,37.54170524,126.7426686
1,37.54130351,127.149519
1,37.54107401,127.1977527
1,37.54081443,127.1009354
1,37.54064814,126.7324299
1,37.54064215,126.9611485
1,37.54061498,126.8475314
1,37.54058999,127.137605
1,37.54044032,127.223667
1,37.54043374,127.0470526
1,37.54021956,126.6711765
1,37.5400214,126.8761822
1,37.54001638,126.8391233
1,37.53997959,126.7177183
1,37.53970066,127.0584123
1,37.53953252,126.8961833
1,37.53903383,127.0052546
1,37.538902,126.8234705
1,37.53887226,126.7113816
1,37.53885981,126.7434614
1,37.53846173,126.6453414
1,37.53832765,126.9496584
1,37.53826442,127.1444711
0,37.53812912,128.1622316
0,37.53812912,128.1622316
1,37.53812912,128.1622316
1,37.5379636,127.2163504
1,37.5377326,126.7125311
1,37.53762767,126.655782
1,37.53731591,126.8704932
1,37.53688233,127.0923039
1,37.53683034,127.0795456
1,37.53680161,130.8713071
1,37.53635819,126.9649795
1,37.53619859,126.9518368
1,37.53590146,126.9880022
1,37.53513835,126.9722031
1,37.53478724,127.1179077
1,37.53459931,126.7286861
1,37.53439178,126.7405848
1,37.53420238,129.1129783
1,37.53290195,126.7164642
1,37.53278401,126.8863767
1,37.53273941,126.8525527
1,37.53264932,126.8926493
1,37.53241334,126.9964972
1,37.53180582,127.1151786
1,37.53177183,126.7126263
1,37.53166781,126.8994525
1,37.53140023,127.030909
1,37.53122919,127.122337
1,37.53116961,127.0830966
1,37.53096396,126.8150719
1,37.53073948,127.0897304
1,37.53007547,127.0755335
1,37.52957226,126.7909687
1,37.5294148,126.8298329
1,37.52926728,127.1457389
1,37.52914329,127.1283523
1,37.52912037,126.6638852
1,37.52911052,126.6374076
0,37.52906569,127.9267066
1,37.52857872,126.7309977
0,37.52857007,127.9264878
1,37.52835659,126.7161646
1,37.52828163,126.6989915
1,37.52817814,126.6558254
1,37.52809755,127.1414829
1,37.52798269,127.0450355
1,37.52783646,126.6439029
0,37.52781288,128.9420242
0,37.52781288,128.9420242
1,37.52781288,128.9420242
1,37.5277602,126.7976124
1,37.52757566,126.6259888
1,37.52707193,126.8271639
1,37.52706501,128.1530824
1,37.52688956,126.7444843
1,37.52688417,126.8196932
1,37.52684182,126.8730273
1,37.52625009,126.8903416
1,37.52618164,126.719965
1,37.52608113,126.8512083
1,37.52606288,127.1132647
1,37.5258734,126.6781992
0,37.52586082,127.1372793
1,37.52584133,126.8414118
1,37.52529642,129.1090622
1,37.52521824,126.9650797
1,37.52476929,127.0714736
1,37.5246465,130.8220212
1,37.52389235,126.8474795
1,37.52368946,126.8612269
1,37.52360574,126.9038843
1,37.52311979,127.024186
1,37.52289977,126.9365011
1,37.52286165,126.7434528
1,37.52273454,127.6158933
1,37.52247996,126.8720844
1,37.52241266,127.1047659
1,37.52226497,126.840528
0,37.52207782,127.1393176
1,37.52189947,129.1005155
1,37.52135602,126.9919276
0,37.52122308,128.8469714
1,37.52122308,128.8469714
1,37.52090878,126.7387446
1,37.52056388,126.7296193
1,37.52041079,127.0608543
1,37.52036508,126.7009735
1,37.52031335,126.4430343
1,37.51997075,127.045628
0,37.51994264,128.848659
0,37.51993186,127.1100881
1,37.51991504,128.2518287
1,37.51968469,126.8876816
1,37.51949304,126.9228212
1,37.5192448,126.7918844
1,37.51908976,126.7458141
1,37.51865195,126.8933028
1,37.51857752,127.133782
1,37.51854071,126.8624038
1,37.51848487,126.7707517
1,37.51844122,126.6662452
1,37.51811991,126.8064615
1,37.51792727,126.7969104
1,37.51694439,127.011868
1,37.51606788,126.8339896
1,37.51604582,126.8442559
1,37.51566814,126.8562105
1,37.51555115,126.7071325
1,37.51517626,126.7345478
0,37.51485518,128.7321605
0,37.51485518,128.7321605
1,37.51485518,128.7321605
1,37.51470318,126.8540179
0,37.51469316,127.0815445
1,37.51467881,126.7651304
1,37.51448145,126.679628
1,37.51425342,126.6701096
0,37.51398559,127.0882128
1,37.51375015,126.7731098
1,37.5137315,126.8139833
1,37.51372282,126.8322575
1,37.51362698,127.095189
1,37.51340158,127.1209506
1,37.51338523,126.5216872
1,37.51313539,126.8374256
0,37.51297386,130.8020357
0,37.51297386,130.8020357
1,37.51292242,126.8452306
1,37.51283423,127.0470986
1,37.51282526,126.8985322
1,37.51277383,126.8056519
1,37.51275546,126.7415419
1,37.51263576,126.756441
1,37.51233147,126.8829059
1,37.51228976,126.7283416
1,37.51206565,127.0398094
1,37.512057,127.134544
1,37.51192038,126.9404149
1,37.51171618,126.8700669
1,37.51133815,126.6971594
1,37.51118946,126.8541741
1,37.51100521,126.6646315
1,37.51100074,126.8652091
1,37.51094713,126.702124
1,37.51056775,126.9540384
1,37.51053984,126.9022406
1,37.51048985,126.9486592
1,37.5104278,126.9266942
1,37.51026558,127.0890906
1,37.50997133,126.860162
1,37.50995313,127.0040491
1,37.5098317,126.72517
1,37.5098097,126.9184291
1,37.50950896,126.9330696
1,37.50940132,126.9118379
1,37.5093867,127.1209622
1,37.50915165,127.1318062
1,37.50845191,127.094816
1,37.50821673,127.0263166
1,37.50811489,126.9074058
1,37.50726038,126.766253
1,37.50718732,126.7017951
1,37.50680499,126.7620018
1,37.50680048,126.7099941
1,37.50678047,127.0842141
1,37.5067022,126.8795262
1,37.5066827,126.7846673
1,37.50620668,126.7059701
1,37.50614792,126.9604109
1,37.50614792,126.9604109
1,37.50609827,126.9527835
1,37.50608923,126.8566767
0,37.50596285,127.0127982
1,37.50585623,126.7393716
1,37.50582166,126.6934494
