시도,주소,학교명,상태,위도,경도
제주,제주특별자치도 서귀포시 호근동호근남로 40,서호초등학교,1,33.25371215,126.5293075
강원,강원도 인제군 서화면금강로 1490,서화초등학교,1,38.22978557,128.2084026
경북,경상북도 안동시 서후면 학가산온천길375,서후초등학교,1,36.61793708,128.6630736
경북,경상북도 안동시 서후면 대두서리61,서후초등학교대흥분교장,1,36.62214657,128.6223104
경북,경상북도 경주시 외동읍 석계평리길 79-31. 석계초등학교 (외동읍),석계초등학교,1,35.67853544,129.3093023
전남,전라남도 곡성군 석곡면석곡리 8번지,석곡초등학교,1,35.13507707,127.2535364
경기,경기도 파주시 책향기로451,석곶초등학교,1,37.72496872,126.7219723
충북,충청북도 청주시 상당구 석교동10 번지,석교초등학교,1,36.62657565,127.4945409
전남,전라남도 진도군 임회면 죽림리779번지,석교초등학교죽림분교장,1,34.39050774,126.2503418
전북,전북 고창군 상하면 석남리688,석남초등학교,0,35.44035392,126.4611223
경남,경상남도 창원시 진해구석동로 85,석동초등학교,1,35.15765003,128.7066877
경남,경상남도 김해시 장유면 월산로27번지,석봉초등학교,1,35.19969179,128.8091037
전북,전북 익산시 삼기면 연동리643-2,석불초등학교,1,36.02995449,127.0066615
충북,충청북도 청주시 청원구 북이면 화상석성로 505(북이면),석성초등학교,1,36.7484263,127.5138291
충남,충청남도 공주시 정안면마래섭들길 56(전평리 28-2),석송초등학교,1,36.56427967,127.1143246
경기,경기도 안양시 만안구 석수로 110. 석수초등학교 (석수동),석수초등학교,1,37.40627733,126.9010525
충남,충청남도 부여군 석성면증산로39번길 31(증산리1271-2),석양초등학교,1,36.25388792,126.9987672
경남,경상남도 창원시 마산회원구 석전동로 8(석전동),석전초등학교,1,35.23209832,128.5764434
경기,경기도 김포시 대곶면 석정리381(김포시 대곶면 대곶로 331번지 10),석정초등학교,1,37.67365395,126.5543303
경기,경기도 화성시 우정읍 석천리52-3,석천초등학교,1,37.05497833,126.7888645
부산,부산광역시 남구 석포로86번길 76(대연동.석포초등학교),석포초등학교,1,35.12638598,129.0915834
경기,경기도 용인시 기흥구 흥덕3로42,석현초등학교,1,37.27272429,127.0832492
경기,경기도 안산시 상록구 석호로 113. 석호초등학교 (사동.석호초등학교),석호초등학교,1,37.30080468,126.8482199
강원,강원도 홍천군 홍천읍 석화안길1길12,석화초등학교,1,37.69781527,127.8935493
경북,경상북도 성주군 선남면 관화리873번지,선남초등학교,1,35.9065152,128.3520467
전북,전북 고창군 공음면 선동리615-1,선동초등학교,1,35.36778533,126.5563289
경기,경기도 안산시 단원구 선부동1086-1,선부초등학교,1,37.33797548,126.8138625
전북,전북 군산시 옥서면 선연리1459-2(신오산길254),선연초등학교,1,35.90255706,126.636527
광주,광주광역시 광산구선운중앙로11,선운초등학교,1,35.14935313,126.7749261
인천,인천광역시 강화군 선원면 냉정리100,선원초등학교,1,37.7145034,126.4802669
전북,전북 군산시 옥도면 선유도리281 번지,선유도초등학교,1,35.81237098,126.4131224
서울,서울특별시 은평구 갈현로29길 27. 선일초등학교 (갈현동),선일초등학교,1,37.61973776,126.9124734
충남,충청남도 아산시 선장면 서부남로21,선장초등학교,1,36.78876451,126.8638767
경북,경상북도 구미시 봉곡로134,선주초등학교,1,36.15081189,128.3113791
경남,경상남도 사천시 용현면108,선진초등학교,1,35.0202795,128.0773036
광주,광주광역시 광산구 신창로35번길67 (신가동),선창초등학교,1,35.18799485,126.8345567
경남,경상남도 진주시 하대로26 (진주시 초전동 405-1 번지),선학초등학교,1,35.19407364,128.1152068
경기,경기도 수원시 권선구 세권로196번길 21 (권선동),선행초등학교,1,37.25421448,127.0259078
경기,경기도 이천시 향교로 129. 설봉초등학교 (창전동),설봉초등학교,1,37.28447128,127.4523675
경기,경기도 이천시 설성면 행죽리78-1,설성초등학교,1,37.11010717,127.5372785
강원,강원도 속초시 청봉로 51(설악동.설악초등학교),설악초등학교,1,38.16385246,128.5406759
충남,충청남도 천안시 서북구 성거읍 송남리18-1,성거초등학교,1,36.87173151,127.199733
경기,경기도 부천시 오정구 여월로75,성곡초등학교,1,37.51277383,126.8056519
경기,경기도 성남시 중원구 자혜로32번길 10(금광동.성남동초등학교),성남동초등학교,1,37.44932953,127.1626261
경기,경기도 성남시 분당구 탄천로 97. 성남매송초 (이매동),성남매송초등학교,1,37.40169933,127.1228715
경기,경기도 성남시 분당구 미금로 151. 성남미금초등학교 (구미동),성남미금초등학교,1,37.34709041,127.1153292
경기,경기도 성남시 수정구 희망로534번길 3. 성남북초등학교 (산성동.성남북초등학교),성남북초등학교,1,37.45171997,127.1510403
경기,경기도 성남시 수정구 태평로 19(태평동),성남서초등학교,1,37.44867507,127.1293267
경기,경기도 성남시 분당구 삼평동710번지,성남송현초등학교,1,37.40531357,127.1163898
경기,경기도 성남시 수정구 제일로123번길 9(수진동.성남제2초등학교),성남수정초등학교,1,37.43660218,127.1319545
경기,경기도 성남시 분당구 황새울로 74(정자동),성남신기초등학교,1,37.36674462,127.1105096
경기,경기도 성남시 수정구 신흥2동47-3,성남신흥초등학교,1,37.45026939,127.1437773
경기,경기도 성남시 수정구 양지동386번지,성남양지초등학교,1,37.4595523,127.1613913
경기,경기도 성남시 중원구 여수울로37,성남여수초등학교,1,37.41936616,127.133185
경기,경기도 성남시 중원구순환로447번길 11,성남은행초등학교,1,37.46092746,127.1702288
경기,경기도 성남시 분당구 장안로51번길 10. (분당동.성남장안초등학교),성남장안초등학교,1,37.37231289,127.1440619
경기,경기도 성남시 분당구 정자동6-2,성남정자초등학교,1,37.37411631,127.1051283
경기,경기도 성남시 중원구 중앙동 광명로 184번길. 23 (중앙동),성남제일초등학교,1,37.43847721,127.1493548
경기,경기도 성남시 중원구 원터로94번길 7. 성남중앙초등학교 (성남동),성남중앙초등학교,1,37.43599063,127.1433567
경기,경기도 성남시 분당구 동판교로 77(백현동),성남화랑초등학교,1,37.38988849,127.1159865
전북,전북 고창군 성내면 양계리481,성내초등학교,1,35.53800407,126.7447036
충남,충청남도 당진시 역천로 222(사기소동. 성당초등학교),성당초등학교,1,36.8364623,126.6044445
충남,충청남도 논산시 은진면 원앙로1174(성덕리 213),성덕초등학교,1,36.17637232,127.1294406
충남,충청남도 논산시 성동면 성동로240번길 30(성동면.성동초등학교),성동초등학교,1,36.19890998,127.0337749
경기,경기도 고양시 덕양구 호국로716번길 13-19. 성라초등학교 (성사동),성라초등학교,1,37.65243082,126.833682
강원,강원도 춘천시 지석로 47(석사동.성림초등학교),성림초등학교,1,37.85224642,127.7403424
경남,경상남도 남해군 서면남서대로 1630,성명초등학교,1,34.80842643,127.8384687
경기,경기도 용인시 수지구 성복동78번길 52,성복초등학교,1,37.31957081,127.078242
전북,전북 익산시 망성면 신작리868번지,성북초등학교,1,36.14626589,127.0084403
경기,경기도 고양시 덕양구 호국로834번길 89 . 성사초등학교 (성사동.성사초등학교),성사초등학교,1,37.65760944,126.8440785
제주,제주특별자치도 서귀포시 성산읍 한도로217,성산초등학교,1,33.46796981,126.9317317
부산,부산광역시 부산진구 중앙번영로25(범천동),성서초등학교,1,35.14528532,129.0619267
경기,경기도 고양시 일산동구 문봉동203-6,성석초등학교,1,37.70710635,126.8124714
전북,전북 고창군 성송면 암치리389-1,성송초등학교,1,35.35585022,126.6441247
전북,전북 임실군 성수면 양지리675,성수초등학교,1,35.62956882,127.330669
충남,충청남도 천안시 서북구 성환읍성환12길 7,성신초등학교,1,36.91843805,127.1286817
울산,울산광역시 중구 함월14길 19성안초등학교 (성안동.성안초등학교),성안초등학교,1,35.57630688,129.3122436
충북,충청북도 진천군 진천읍 사석리679-2,성암초등학교,1,36.82656334,127.4066149
충남,충청남도 서산시 성연면성연로210-4,성연초등학교,1,36.83678681,126.4621507
제주,제주특별자치도 서귀포시 표선면 성읍민속로65 (서귀포시 표선면 성읍리 1002),성읍초등학교,1,33.38382261,126.7980323
경기,경기도 고양시 일산서구 성저로 92. 성저초등학교 (대화동),성저초등학교,1,37.68486686,126.7572484
전남,전라남도 강진군 성전면월평리 102,성전초등학교,1,34.69341179,126.7075332
경북,경상북도 성주군 성주읍 시장1길 17(성주읍.성주중앙초등학교),성주중앙초등학교,1,35.9165642,128.2868554
충남,충청남도 보령시 성주면 성주초교길 8(성주면),성주초등학교,1,36.34208801,126.6535656
부산,부산광역시 부산진구 시민공원로62번지(진구 범전동),성지초등학교,1,35.16432474,129.0568589
광주,광주광역시 서구 학생독립로 16(화정동),성진초등학교,1,35.14330508,126.8663078
부산,부산광역시 남구 장고개로 64-41성천초등학교,성천초등학교,1,35.13071889,129.0720679
경기,경기도 안산시 상록구 안산천동로 90. 성포초등학교 (성포동),성포초등학교,1,37.32404393,126.8425364
경남,경상남도 창원시 마산합포구 성호동57-3,성호초등학교,1,35.20879205,128.5714773
충남,충청남도 천안시 서북구 성환읍 성환리274-2,성환초등학교,1,36.91787144,127.1326176
전남,전라남도 광양시 지동길 15(성황동.성황초등학교),성황초등학교,1,34.94028811,127.6826104
경기,경기도 수원시 권선구 세권로207번길 32. 세곡초등학교 (권선동),세곡초등학교,1,37.25603767,127.028208
경기,경기도 평택시세교공원로32,세교초등학교,1,37.00198443,127.0829531
충남,충청남도 부여군 세도면 청송리466-3,세도초등학교,1,36.17526999,126.9474366
경기,경기도 수원시 권선구 세류로78,세류초등학교,1,37.26614313,127.0096234
경기,경기도 오산시 내삼미로 127. 세미초등학교 (내삼미동),세미초등학교,1,37.17407109,127.0647191
경기,경기도 양평군 강상면 세월리126-1,세월초등학교,1,37.43637133,127.4949158
서울,서울특별시 광진구 군자로 114. 세종초등학교 (군자동),세종초등학교,1,37.55069124,127.0741193
충북,충청북도 보은군 마로면 세중리575-2,세중초등학교,1,36.38824121,127.8293389
전남,전라남도 나주시 세지면오봉리 263,세지초등학교,1,34.91885991,126.7471391
대전,대전광역시 동구 옥천로 610-12(세천동.세천초등학교),세천초등학교,1,36.34133245,127.4937026
전남,전라남도 광양시 광양읍해광로 583,세풍초등학교,1,34.94363008,127.5822491
제주,제주특별자치도 제주시 구좌읍 세화리1391-1,세화초등학교,1,33.52241187,126.8587148
부산,부산광역시 해운대구 센텀중앙로166(재송동),센텀초등학교,1,35.18092706,129.1220624
강원,강원도 삼척시 소달길54-30,소달초등학교,1,37.27566902,129.0636419
세종,세종특별자치시  소담1로 35(소담동),소담초등학교,1,36.48345959,127.301211
경남,경상남도 창원시 의창구 의창대로317번길 41소답초등학교 (소답동),소답초등학교,1,35.26536566,128.6294104
전남,전라남도 여수시 소라면 현천리606,소라초등학교소라남분교장,1,34.76103868,127.6078291
전남,전라남도 여수시 소라면 서부로472-9,소라초등학교신흥분교장,1,34.77253982,127.5896485
경기,경기도 시흥시 호현로27번길 14. 소래초등학교 (신천동),소래초등학교,1,37.44373334,126.7839438
경기,경기도 고양시 덕양구 화신로 48. 소만초등학교 (행신동. 소만초등학교),소만초등학교,1,37.61725003,126.8395053
충남,충청남도 천안시 서북구 성거읍역전말 3길 102(성거읍 소우리 188-29),소망초등학교,1,36.87604193,127.1621428
경기,경기도 평택시비전2동 879-3,소사벌초등학교,1,36.99505353,127.1169344
경기,경기도 부천시 소사구 은성로 58. 소사초등학교 (소사본동),소사초등학교,1,37.47430389,126.7967256
전북,전북 정읍시 소성면 보화리178-6번지,소성초등학교,1,35.5550292,126.7782095
충북,충청북도 괴산군 소수면 수리554,소수초등학교,1,36.85422597,127.7453117
전남,전남 완도군 소안면 진산리847,소안초등학교진산분교장,0,34.13672587,126.642754
전남,전남 완도군 소안면 횡간리151,소안초등학교횡간분교장,0,34.23959299,126.6116184
강원,강원도 속초시 배움터길 42. 소야초등학교 (노학동),소야초등학교,1,38.1995894,128.5663097
전북,전북 완주군 소양면 명덕리1000번지,소양서초등학교,1,35.85945275,127.2109529
경기,경기도 동두천시 상봉암동237-2번지,소요초등학교,1,37.94840002,127.0542972
충남,충청남도 태안군 소원면 은골길 42(신덕리 223),소원초등학교,1,36.76360391,126.1936906
충남,충청남도 태안군 송의로 691(의항리 337),소원초등학교의항분교장,1,36.82973921,126.1607415
충북,충청북도 음성군 소이면 한불로564,소이초등학교,1,36.91528274,127.7550623
경북,경상북도 봉화군 소천면 현동1리651번지,소천초등학교,1,36.9589572,129.0291946
경북,경상북도 봉화군 소천면 남회룡로 777 . 소천초등학교남회룡분교 (소천면),소천초등학교남회룡분교장,0,36.87659501,129.1533707
경북,경상북도 봉화군 소천면 풍애길36,소천초등학교분천분교장,1,36.92775985,129.0549584
경북,경상북도 봉화군 소천면 임기로 29. 소천초등학교임기분교 (소천면),소천초등학교임기분교장,1,36.89430607,129.0058592
강원,강원도 원주시 소초면 평장안골1길 15소초초등학교 (소초면. 소초초등학교),소초초등학교,1,37.4176966,128.0036148
충북,충청북도 충주시 소태면쟁골2길1,소태초등학교,1,37.11084298,127.8470983
경기,경기도 광명시 소하일로45,소하초등학교,1,37.44900213,126.887385
경기,경기도 용인시 수지구 상현동854번지,소현초등학교,1,37.3019401,127.0922281
전남,전라남도 여수시 소호로499,소호초등학교,1,34.74693828,127.6535616
경기,경기도 수원시 영통구 원천동산49-1,소화초등학교,1,37.27820569,127.0528018
충북,충청북도 보은군 장안면 장안2길 2(장안면.속리초등학교),속리초등학교,1,36.47108215,127.789349
강원,강원도 평창군 운두령로 100 (용평면),속사초등학교,1,37.64614951,128.4920565
강원,강원도 홍천군 동면 속초리707 번지,속초초등학교,1,37.67900195,127.9391924
강원,강원도 홍천군 동면 월운로 413(동면),속초초등학교월운분교장,1,37.64517145,127.9270958
강원,강원도 홍천군 동면 좌운리992,속초초등학교좌운분교장,1,37.62997095,128.0036805
경기,경기도 용인시 수지구 손곡로 68(동천동.손곡초등학교유치원),손곡초등학교,1,37.33668166,127.0951277
전남,전라남도 함평군손불중앙길 121,손불초등학교,1,35.14545075,126.4334622
강원,강원도 양양군 손양면 손중로 202(손양면),손양초등학교,1,38.06010886,128.643086
경기,경기도 용인시 수지구 상현로79,솔개초등학교,1,37.3056023,127.0819093
경기,경기도 의정부시 용현동211-4,솔뫼초등학교,1,37.73141317,127.0812825
충북,충청북도 청주시 흥덕구 복대동288-9,솔밭초등학교,1,36.64126806,127.4263571
경기,경기도 화성시 반송동133번지,솔빛초등학교,1,37.19665345,127.0737177
강원,강원도 원주시 무실로 381(무실동. 솔샘초등학교),솔샘초등학교,1,37.33004212,127.9293878
경기,경기도 부천시 소사구 송내1동702-1,솔안초등학교,1,37.48559428,126.750993
경기,경기도 김포시 마산동615-3,솔터초등학교,1,37.64120997,126.6345747
충남,충청남도 부여군 부여읍 삼충로272번길 5(부여읍.송간초등학교),송간초등학교,1,36.30773203,126.9576627
전북,전북 완주군 소양면 대흥리774-5,송광초등학교,1,35.88584429,127.2454749
충남,충청남도 아산시 송악면 역촌리50번지,송남초등학교,1,36.73270948,127.0101027
경기,경기도 부천시 원미구 석천로 27(상동),송내초등학교,1,37.49033984,126.7592363
제주,제주특별자치도 제주시 구좌읍 중산간동로 2218-3(구좌읍),송당초등학교,1,33.47094384,126.7811512
부산,부산광역시서구충무대로25송도초등학교,송도초등학교,1,35.07835641,129.0156895
전북,전북 남원시 송동면 송기리71번지,송동초등학교,1,35.3473003,127.3376334
경북,경상북도 포항시 북구 송라면 보경로57,송라초등학교,1,36.22834964,129.3559187
경기,경기도 화성시 수노을1로. 253 (새솔동),송린초등학교,1,37.27812624,126.8239776
충남,충청남도 서천군 장항읍 옥도로21번길 14(장항읍),송림초등학교,1,36.02969182,126.6820638
충북,충청북도 괴산군 청천면 송면리119,송면초등학교,1,36.67422765,127.8626064
경기,경기도 평택시 지산로90,송북초등학교,1,37.08042863,127.0654447
전남,전라남도 고흥군 포두면 송산리 981,송산초,0,34.60243363,127.3606151
충남,충청남도 당진시 송산면 상거길 19-1송산초등학교,송산초등학교,1,36.93211138,126.6797203
경기,경기도 여주시 송삼로 165. 송삼초등학교 (가남읍),송삼초등학교,1,37.17672802,127.6334141
충남,충청남도 서천군 마서면 송신로 432. 송석초등학교 (마서면. 송석초등학교),송석초등학교,1,36.07327939,126.6439136
부산,부산광역시 해운대구 해운대로76번길 35(재송동.송수초등학교),송수초등학교,1,35.1896698,129.1192952
경기,경기도 평택시 신장동267,송신초등학교,1,37.07525603,127.0517836
충남,충청남도 당진시 송악읍중흥리 257,송악초등학교,1,36.94025385,126.743668
경기,경기도 의정부시 송양로 49. 송양초등학교 (낙양동),송양초등학교,1,37.75297872,127.1120801
부산,부산광역시 해운대구 신반송로20(반송동),송운초등학교,1,35.22873829,129.1571153
경북,경상북도 군위군 소보면 송백로 1394(소보면. 송원초등학교),송원초등학교,1,36.25371207,128.4763774
경기,경기도 평택시 송일로6,송일초등학교,1,37.06267721,127.0591869
경기,경기도 용인시 처인구 이동면 송전리705-2번지,송전초등학교,1,37.14067352,127.1984885
광주,광주광역시 광산구 신촌동1035번지,송정동초등학교,1,35.1457958,126.8047407
광주,광주광역시 광산구 상무대로 114(도산동),송정서초등학교,1,35.1298635,126.7876849
광주,광주광역시 광산구어등대로 653번길 90,송정중앙초등학교,1,35.14788893,126.7950258
울산,울산광역시 북구 상방로 75. 송정초등학교 (화봉동.송정초등학교),송정초등학교,1,35.59122243,129.3658214
충북,충청북도 보은군 삼승면 송죽리192-4,송죽초등학교,1,36.43769505,127.7348404
전남,전라남도 해남군 송지면 서정리90,송지초등학교서정분교장,1,34.38900668,126.5612442
경남,경상남도 밀양시 삼랑진읍 송지리413-1번지,송진초등학교,1,35.39515231,128.8368098
경북,경상북도 안동시 송천2길 119(송천동.송천초등학교),송천초등학교,1,36.54617161,128.7921389
경기,경기도 여주시 대신면 여양1로 237. 송촌초등학교 (대신면. 송촌초등학교),송촌초등학교,1,37.41105586,127.5687841
경기,경기도 양주시 장흥면 호국로 499(장흥면.송추초등학교),송추초등학교,1,37.71603092,126.9706612
경기,경기도 평택시막곡길 67,송탄초등학교,1,37.04244355,127.0870347
경기,경기도 고양시 일산서구 송산로 379. 송포초등학교(가좌동. 송포초등학교),송포초등학교,1,37.68567346,126.7210942
전북,전북 진안군 용담면 송풍리1002번지,송풍초등학교,1,35.96490506,127.5183938
충북,충청북도 제천시 송학면 시곡포전로7,송학초등학교,1,37.1853703,128.2619875
인천,인천광역시 강화군 송해면 전망대로 93-12솔정리 640,송해초등학교,1,37.76990935,126.4603441
경기,경기도 평택시 지산동675,송현초등학교,1,37.07252351,127.0671067
경기,경기도 화성시 병점중앙로35번길 42. 송화초등학교 (병점동.송화초등학교),송화초등학교,1,37.20209386,127.0402994
전남,전라남도 영광군 염산면향화로 332-1 (옥실리 158),송흥초등학교,1,35.19162288,126.3793805
경기,경기도 화성시 봉담읍 수기웃말길 27수기초등학교,수기초등학교,1,37.20172781,126.9800487
경남,경상남도 김해시 응달동 154-21,수남초,0,35.17782058,128.8374073
전북,전북 장수군 장수읍 개정리346,수남초등학교,1,35.62475398,127.5074376
경기,경기도 성남시 분당구 수내동81,수내초등학교,1,37.36759584,127.1243693
경남,경상남도 함양군 수동면연화산길18-1,수동초등학교,1,35.52278599,127.7908123
경기,경기도 남양주시 수동면 입석리458-1,수동초등학교송천분교장,1,37.71163395,127.3234054
경북,경상북도 성주군 수륜면 참별로927번지,수륜초등학교,1,35.83388454,128.1919588
경기,경기도 군포시 수리산로 125. 수리초등학교 (산본동. 수리초등학교),수리초등학교,1,37.36014345,126.9179683
광주,광주광역시 광산구신창로105번길 9,수문초등학교,1,35.19429309,126.8369069
부산,부산광역시 수영구 연수로310번길 91(망미동.수미초등학교),수미초등학교,1,35.16841084,129.1037391
충북,충청북도 음성군 음성읍시장로 126번길 19,수봉초등학교,1,36.94013777,127.6930064
전남,전라남도 담양군 수북면 추성1로714,수북초등학교,1,35.30109507,126.9303241
경북,경상북도 영양군 수비면 한티로499,수비초등학교,1,36.76563092,129.2018983
경북,경상북도 영양군 수비면 신암리 167-1,수비초신암분교장,0,36.85587182,129.1844714
충북,충청북도 제천시 수산면지곡로 12,수산초등학교,1,36.93577098,128.1876265
충북,충청북도 청주시 청원구 내수읍 내수로 601. 수성초등학교 (내수읍.수성초등학교),수성초등학교,1,36.71876624,127.5268037
충북,충청북도 청주시 청원구 내수읍 충청대로 452(내수읍),수성초등학교구성분교장,1,36.68961873,127.5148563
충남,충청남도 천안시 동남구 수신면 수신로 459(수신면.수신초등학교),수신초등학교,1,36.73287408,127.2831637
충북,충청북도 충주시 수안보면 안보리598,수안보초등학교,1,36.84426986,127.9993704
부산,부산광역시 동래구 온천천로 215수안초등학교,수안초등학교,1,35.20034705,129.080414
울산,울산광역시 남구 중앙로47,수암초등학교,1,35.52521805,129.3164904
경남,경상남도 사천시 사천읍 평화리184-5,수양초등학교,1,35.07878003,128.089681
부산,부산광역시 수영구 광안동광서로 16번길 33,수영초등학교,1,35.16638183,129.1126197
광주,광주광역시 광산구 장덕로143,수완초등학교,1,35.19773672,126.8243424
충남,충청남도 연기군 남면 눌왕리324,수왕초등학교,1,36.54354277,127.2524073
경기,경기도 수원시 권선구 금곡로73번길 36. (금곡동. 수원가온초등학교),수원가온초등학교,1,37.27540365,126.9365924
경기,경기도 수원시 권선구 서수원로617번길 30. 수원금곡초등학교 (금곡동),수원금곡초등학교,1,37.27972181,126.9528261
경기,경기도 수원시 권선구 칠보로 142. 수원금호초등학교 (호매실동),수원금호초등학교,1,37.26480452,126.9536922
경기,경기도 수원시 장안구 만석로68번길 46. 수원동신초등학교 (정자동),수원동신초등학교,1,37.29550611,126.9893353
경기,경기도 수원시 영통구 매탄동157번지,수원매화초등학교,1,37.27437923,127.0407303
경기,경기도 수원시 권선구 권중로120번길 17. 수원선일초등학교 (권선동),수원선일초등학교,1,37.24803588,127.030297
경기,경기도 수원시 권선구 정조로544번길 13-7. 수원신곡초등학교 (세류동),수원신곡초등학교,1,37.2578568,127.0131845
경기,경기도 수원시 권선구 금곡로 140번길 30(금곡동.중촌초등학교),수원중촌초등학교,1,37.27238019,126.9446316
제주,제주특별자치도 제주시 한림읍 한림로822,수원초등학교,1,33.42553213,126.2701571
경남,경상남도 거제시 수월동1170,수월초등학교,1,34.89024127,128.6438746
경기,경기도 수원시 장안구 파장동411,수일초등학교,1,37.31071969,127.0006588
경기,경기도 양평군 서종면 수입리673번지,수입초등학교,1,37.64467043,127.3755312
경남,경상남도 진주시 옥봉동 700-1,수정초,0,35.19356712,128.0944617
충남,충남 청양군 대치면 장곡리153-5,수정초등학교칠갑분교장,1,36.40581087,126.8457651
전북,전북 남원시 수지면 호곡리800번지,수지초등학교,1,35.33689923,127.3742846
경기,경기도 성남시 수정구 태평3동3756번지,수진초등학교,1,37.44434237,127.1331389
충남,충청남도 공주시 의당면 윗태실길1-8(수촌리 200-1),수촌초등학교,1,36.51705212,127.1350162
경기,경기도 구리시 토평동1007번지,수택초등학교,1,37.59180214,127.1526046
충북,충청북도 보은군 수한면 안내보은로1022,수한초등학교,1,36.45829972,127.7011351
충북,충청북도 충주시 수안보면 수회리로88,수회초등학교,1,36.87820533,127.9740288
경기,경기도 수원시 팔달구 화서2동651번지,숙지초등학교,1,37.28301432,126.99189
충남,충청남도 당진시 순성면 순성로 473. 순성초등학교 (순성면),순성초등학교,1,36.84287169,126.711144
전북,전북 순창군 순창읍 남계리270번지,순창중앙초등학교,1,35.37681213,127.1450636
전북,전북 순창군 순창읍 순화리313번지,순창초등학교,1,35.37495956,127.1384442
전남,전라남도 순천시 풍덕새길 89. 순천남산초등학교 (풍덕동),순천남산초등학교,1,34.93824591,127.4955368
전남,전라남도 순천시 저전동90-3,순천남초등학교,1,34.95026438,127.4826866
전남,전라남도 순천시 연향동1516번지,순천대석초등학교,1,34.94388882,127.5263353
전남,전라남도 순천시 홍내동637-3,순천도사초등학교,1,34.91448403,127.5002875
전남,전라남도 순천시 조례동1384,순천봉화초등학교,1,34.95624432,127.5138412
전남,전라남도 순천시 연향중앙상가길68,순천부영초등학교,1,34.94741557,127.5195049
전남,전라남도 순천시 조례동822,순천비봉초등학교,1,34.96615833,127.519194
전남,전라남도 순천시 석현동24번지,순천삼산초등학교,1,34.96617147,127.4882065
전남,전라남도 순천시 우석로(남정동)160,순천성남초등학교,1,34.94304529,127.4892035
전남,전라남도 순천시 조례동1615,순천신흥초등학교,1,34.95372769,127.528128
전남,전라남도 순천시연향동 1388 순천연향초등학교,순천연향초등학교,1,34.94403561,127.5173424
전남,전라남도 순천시 왕지동787(왕지 3길 41),순천왕운초등학교,1,34.97369298,127.52526
전남,전라남도 순천시 조례동봉화1길  105,순천왕조초등학교,1,34.96050584,127.5138853
전남,전라남도 순천시 조례동1811,순천왕지초등학교,1,34.95739607,127.5343615
전남,전라남도 순천시 용당초등길33-10(용당동 607-1),순천용당초등학교,1,34.97530647,127.4903326
전남,전라남도 순천시 율산공원길10 (연향동 1615),순천율산초등학교,1,34.9387743,127.5259392
전남,전라남도 순천시 조례동1283,순천이수초등학교,1,34.95007268,127.5118978
전남,전라남도 순천시 조례동487-2  (순광로 15),순천조례초등학교,1,34.95571699,127.522509
전남,전라남도 순천시 풍덕동중앙초등길 64,순천중앙초등학교,1,34.94237849,127.5006539
전남,전라남도 순천시 팔마1길 9-10순천풍덕초등학교 (연향동),순천풍덕초등학교,1,34.93328904,127.5127392
전남,전라남도 순천시 석현북길 21(석현동.향림초등학교),순천향림초등학교,1,34.97326878,127.4741355
경북,경상북도 영주시 순흥면 읍내리378-2,순흥초등학교,1,36.91144638,128.5772041
전북,전북 군산시 임피면 술산리425-2(남산로373),술산초등학교,1,35.95819949,126.863006
경남,경상남도 거제시거제남서로 4720,숭덕초등학교,1,34.83647425,128.4958985
경남,경남 거제시 둔덕면 술역리816번지,숭덕초등학교화도분교장,1,34.83048625,128.4695569
경남,경상남도 거제시 둔덕면 술역리 808-1,숭덕초화도분교장,0,34.83029252,128.4697764
경남,경상남도 합천군 가야면 매안리 392,숭산초,0,35.73242963,128.1071716
서울,서울특별시 중구 예장동8-3,숭의초등학교,1,37.55690188,126.9874013
경남,경상남도 밀양시 삼랑진읍 숭진리600번지,숭진초등학교,1,35.45298332,128.8010872
경기,경기도 화성시 반송동56번지,숲속초등학교,1,37.20578322,127.0604385
경기,경기도 안산시 단원구 안산천남로 53(고잔동.슬기초등학교),슬기초등학교,1,37.3053405,126.8259716
전남,전라남도 순천시 승주읍서평리 546-1,승주초등학교,1,35.01678573,127.3802881
전남,전라남도 순천시 승주읍 죽학리71-4,승주초등학교죽학분교장,1,34.99073958,127.3626077
경기,경기도 시흥시 승지로 110. 승지초등학교 (능곡동. 승지초등학교),승지초등학교,1,37.37257286,126.8125577
부산,부산광역시 사하구 낙동대로135번길 55. 승학초등학교 (괴정동. 승학초등학교),승학초등학교,1,35.10159612,129.0032915
경기,경기도 안산시 상록구 사2동1344-2,시곡초등학교,1,37.28874337,126.8524708
경기,경기도 안산시 상록구 충장로 670. 시랑초등학교 (부곡동),시랑초등학교,1,37.33619961,126.8558672
충남,충청남도 예산군 덕산면 시량리223,시량초등학교,1,36.68561408,126.6437829
충남,충청남도 태안군 소원면 시목리288,시목초등학교,1,36.76858316,126.2450211
전북,전북 순창군 쌍치면 시산리110번지,시산초등학교,1,35.49163912,126.9805596
전남,전라남도 영암군 시종면내동중앙로17,시종초등학교,1,34.8669435,126.607371
전남,전라남도 영암군 시종면 신학리709,시종초등학교신학분교장,1,34.83053891,126.5902106
충남,충청남도 서천군 시초면 초현리시초북로 31,시초초등학교,1,36.12183449,126.7515931
경기,경기도 시흥시 큰솔로7번길 10. 시화초등학교 (정왕동.시화초등학교),시화초등학교,1,37.33913272,126.7512788
경기,경기도 시흥시 능곡중앙로 22. 시흥능곡초등학교 (능곡동),시흥능곡초등학교,1,37.36542242,126.8126161
