시도,주소,학교명,상태,위도,경도
전남,전라남도 광양시 다압면항동3길 10(고사리1106),다압초등학교,1,35.12059671,127.6919439
경기,경기도 오산시 부산중앙로 37(부산동),다온초등학교,1,37.15177984,127.0907981
울산,울산광역시 중구다운8길5,다운초등학교,1,35.56156911,129.2672916
울산,울산광역시 중구 다운로176,다전초등학교,1,35.56764104,129.2685082
세종,세종특별자치시  다정남로 35. 다정초등학교,다정초등학교,1,36.49395298,127.2442997
경남,경상남도 산청군 신등면 신차로514,단계초등학교,1,35.37873654,128.0102005
강원,강원도 원주시 단관초교길 14. 단관초등학교 (관설동),단관초등학교,1,37.31740889,127.9637751
강원,강원도 원주시 단구초교길 5단구초등학교,단구초등학교,1,37.32244213,127.9639657
경기,경기도 성남시 중원구 금광1동210번지,단남초등학교,1,37.44259184,127.1612464
경기,경기도 성남시 수정구 단대로30,단대초등학교,1,37.45328287,127.1575262
경북,경상북도 의성군 단북면 중련길22-8,단북초등학교,1,36.39013649,128.4069252
경남,경상남도 밀양시 산외면 금곡리 83-2,단산초,0,35.51084252,128.8409009
경남,경상남도 산청군 단성면 성내리596-2,단성초등학교,1,35.29730681,127.9561363
충북,충청북도 단양군 단양읍 도전리405,단양초등학교,1,36.97911282,128.368839
충북,충청북도 충주시 신대2길12,단월초등학교,1,36.94800447,127.8996234
충북,충청북도 단양군 단성면 북상하리길53번지,단천초등학교,1,36.92662759,128.3390482
경북,경상북도 의성군 단촌면 신기길 42(단촌면.단촌초등학교),단촌초등학교,1,36.42527457,128.6706614
경북,경상북도 영천시 고경면 호국로343,단포초등학교,1,35.98099529,128.9749843
부산,부산광역시 동래구 온천동1602,달북초등학교,1,35.20361196,129.0602341
부산,부산광역시 기장군 정관읍 정관로 674. 달산초등학교 (정관읍),달산초등학교,1,35.31913268,129.1873745
경기,경기도 안양시 동안구 동안로178번지,달안초등학교,1,37.39430661,126.9501163
충북,충청북도 충주시 중원대로 3846. 달천초등학교 (용두동),달천초등학교,1,36.96295699,127.8791251
충북,충청북도 충주시 이류면 매현리480,달천초등학교매현분교장,1,36.90802914,127.8706804
전남,전라남도 담양군 담양읍지침리 92,담양남초등학교,1,35.31787567,126.9866276
전남,전라남도 담양군 담양읍객사리 271,담양동초등학교,1,35.32065499,126.9834467
전남,전라남도 담양군 담양읍강쟁리 118,담주초등학교,1,35.3003845,126.9761416
경기,경기도 남양주시 화도읍44-7,답내초등학교,1,37.68842821,127.3141893
부산,부산광역시 부산진구 당감로 22-5(당감동.당감초등학교),당감초등학교,1,35.16403312,129.0406453
경기,경기도 군포시 용호1로 34. 당동초등학교 (당동),당동초등학교,1,37.34578326,126.9395984
부산,부산광역시 사하구 당리동511번지,당리초등학교,1,35.0999471,128.9750612
강원,강원도 춘천시 서면 당숲안길81,당림초등학교,1,37.83764114,127.6080283
전북,전북 군산시 옥산면 당북리874-1(백석로42),당북초등학교,1,35.94697373,126.7168207
충남,충청남도 당진시 송산면 당산리215-1번지,당산초등학교,1,36.93608251,126.6500336
경기,경기도 수원시 권선구 당진로6,당수초등학교,1,37.28967849,126.9411996
경기,경기도 군포시 당정동972-1,당정초등학교,1,37.3464604,126.9547526
충남,충청남도 당진시 읍내동211,당진초등학교,1,36.89276313,126.6326047
경기,경기도 성남시 분당구 분당로196,당촌초등학교,1,37.37362155,127.1313564
부산,부산광역시 진구 백양대로136번길 26당평초등학교,당평초등학교,1,35.16144314,129.0347558
경북,경상북도 문경시 문경읍 여우목로580(문경읍 당포리 652),당포초등학교,1,36.75230315,128.1523775
충북,충청북도 단양군 적성면 적성로453,대가초등학교,1,37.03311649,128.2628394
경남,경상남도 김해시 대동면 대동로993,대감초등학교,1,35.27360631,128.9817132
충북,충청북도 단양군 대강면 장림리91,대강초등학교,1,36.92202325,128.3588893
충북,충청북도 단양군 대강면 온천로 719-7. 대강초등학교 장정분교장 (대강면),대강초등학교장정분교장,0,36.84675054,128.3950457
경기,경기도 김포시 대곶면 율생중앙로36번길 19(대곶면.대곶초등학교),대곶초등학교,1,37.65202945,126.5846386
강원,강원도 평창군 대관령면 도암새싹길 11. 대관령초등학교 (대관령면),대관령초등학교,1,37.68911038,128.6935413
충남,충청남도 보령시 대천동 402-3대관초등학교,대관초등학교,1,36.3569872,126.5838264
서울,서울특별시 성북구 안암로 5(보문동7가.대광초등학교),대광초등학교,1,37.579162,127.0235883
부산,부산광역시 영도구 봉래동4가18,대교초등학교,1,35.09472146,129.0462581
대구,대구광역시 달성군 가창면 가창로 640(달성군 가창면 대일리 365번지),대구가창초등학교,1,35.77098543,128.6484518
대구,대구광역시 달서구 당산로123(감삼동 196-1번지),대구감삼초등학교,1,35.84891371,128.5453333
대구,대구광역시 달서구 월성동269,대구감천초등학교,1,35.8349576,128.5331593
대구,대구광역시 동구동호로 7길 17,대구강동초등학교,1,35.8679615,128.7302891
대구,대구광역시 달성군 옥포면 돌미로 15(옥포면),대구강림초등학교,1,35.7810528,128.4369341
대구,대구광역시 북구 구암서로 50(구암동.강북초등학교),대구강북초등학교,1,35.94053606,128.5666629
대구,대구광역시 수성구 청호로76길 12(범어동.경동초등학교),대구경동초등학교,1,35.85244028,128.6393289
대구,대구광역시 서구 평리로54길 16(내당동.경운초등학교),대구경운초등학교,1,35.86149602,128.5529859
대구,대구광역시 북구 복현1동447 (복현 시장길),대구경진초등학교,1,35.89190519,128.6178959
대구,대구광역시 동구 팔공로197길 35(백안동.대구공산초등학교),대구공산초등학교,1,35.95720443,128.6895806
대구,대구광역시 북구 칠곡중앙대로91길 10(관음동1386-2번지),대구관남초등학교,1,35.9367281,128.5478922
대구,대구광역시 북구 매천동743,대구관문초등학교,1,35.90826519,128.5460304
대구,대구광역시 북구 관음동로17길 16(관음동.관음초등학교),대구관음초등학교,1,35.94008045,128.546486
대구,대구광역시 북구 태전동999-2,대구관천초등학교,1,35.93035368,128.5519207
대구,대구광역시 북구 읍내동1305번지,대구교동초등학교,1,35.94458041,128.5494461
대구,대구광역시 달서구 도원동1441-1,대구교육대학교대구부설초등학교,1,35.8055483,128.532523
경북,경상북도 안동시 단원로222,대구교육대학교안동부설초등학교,1,36.56970668,128.7289181
대구,대구광역시 북구 학정로 245(구암동.대구구암초등학교),대구구암초등학교,1,35.92797546,128.5579812
대구,대구광역시 달성군 구지면 창리로11길 45-11(달성군 구지면 창3리 385번지),대구구지초등학교,1,35.65995621,128.412477
대구,대구광역시 달성군 옥포면 금계길 55(옥포면.대구금계초등학교),대구금계초등학교,1,35.78843825,128.4439024
대구,대구광역시 달성군 논공읍 금포초등길 28. 대구금포초등학교 (논공읍),대구금포초등학교,1,35.7740557,128.4260639
대구,대구광역시 남구 앞산순환로93길 33(대명동.남덕초등학교),대구남덕초등학교,1,35.83316381,128.5743139
대구,대구광역시 남구 현충동길 74(대명동.남도초등학교),대구남도초등학교,1,35.84458731,128.5814106
대구,대구광역시 남구 큰골4길 41(대명동),대구남명초등학교,1,35.83492583,128.5820466
대구,대구광역시 달서구 야외음악당로15길 46. 대구남부초등학교 (성당동. 대구남부초등학교),대구남부초등학교,1,35.84460788,128.5505182
대구,대구광역시 중구 남산로 70. 남산초등학교 (남산동),대구남산초등학교,1,35.86280052,128.5833843
대구,대구광역시 달서구 송현로 192(본동275-1번지),대구남송초등학교,1,35.83456694,128.5453649
대구,대구광역시 달서구 명덕로 22-9(두류동.대구내당초등학교),대구내당초등학교,1,35.86048601,128.5724364
대구,대구광역시 서구 달구벌대로371길 35(내당동.내서초등학교),대구내서초등학교,1,35.86408448,128.5665603
대구,대구광역시 수성구 시지동497,대구노변초등학교,1,35.83743708,128.6975456
대구,대구광역시 달서구 한실로 43(도원동.노전초등학교),대구노전초등학교,1,35.80792872,128.5312854
대구,대구광역시 달성군 논공읍 논공로7길 41(논공읍.대구논공초등학교),대구논공초등학교,1,35.73116147,128.4371027
대구,대구광역시 달성군 다사읍 매곡리457,대구다사초등학교,1,35.86916729,128.4586251
대구,대구광역시 북구 침산동402,대구달산초등학교,1,35.88806321,128.5851585
대구,대구광역시 서구 중리동65-2,대구달서초등학교,1,35.86654124,128.550569
대구,대구광역시 서구 원대동1가12,대구달성초등학교,1,35.88241546,128.5793676
대구,대구광역시 달서구 도원동1458번지(도원남로 60),대구대곡초등학교,1,35.80349978,128.535997
대구,대구광역시 달서구 월배로68길 91(송현동.대남초등학교),대구대남초등학교,1,35.82395413,128.5515813
대구,대구광역시 남구 대명서로 28(대명동.대덕초등학교),대구대덕초등학교,1,35.83032259,128.5622224
대구,대구광역시 남구 대명로 100대구대명초등학교,대구대명초등학교,1,35.83871125,128.5688058
대구,대구광역시 남구 대봉로26길 33(이천동.대봉초등학교),대구대봉초등학교,1,35.85094575,128.6050603
대구,대구광역시 북구 신천동로 900. 대구대산초등학교 (산격동),대구대산초등학교,1,35.89686183,128.5936093
대구,대구광역시 달서구 송현로 9(상인동.대서초등학교),대구대서초등학교,1,35.82016219,128.5501753
대구,대구광역시 서구 비산4동 169-1대성초등학교,대구대성초등학교,1,35.87076016,128.5773027
대구,대구광역시 달성군 다사읍 대실역남로1길 31(다사읍),대구대실초등학교,1,35.85295784,128.4677458
대구,대구광역시 달서구 상화로 70. 대구대진초등학교 (대곡동),대구대진초등학교,1,35.80681253,128.5218208
대구,대구광역시 북구 구암로21길 54(읍내동.대구대천초등학교),대구대천초등학교,1,35.93684836,128.5542062
대구,대구광역시 수성구 만촌3동873번지,대구대청초등학교,1,35.85113643,128.6505744
대구,대구광역시 동구 아양로34길 50. 대구덕성초등학교 (신암동),대구덕성초등학교,1,35.88186617,128.6283218
대구,대구광역시 달서구 본리동407-1,대구덕인초등학교,1,35.8388419,128.5349694
대구,대구광역시 북구 국우동 1110-2번지대구도남초등학교,대구도남초등학교,1,35.9485005,128.5769672
대구,대구광역시 달성군 다사읍 서재리32,대구도림초등학교,1,35.8781616,128.4995422
대구,대구광역시 달성군 하빈면달구벌대로55길 104-4,대구동곡초등학교,1,35.87894044,128.4176041
대구,대구광역시 중구 삼덕동2가227,대구동덕초등학교,1,35.8651843,128.604754
대구,대구광역시 수성구 범어1동784-2,대구동도초등학교,1,35.85665084,128.623905
대구,대구광역시 수성구 효행로2길 111대구동문초등학교(만촌동),대구동문초등학교,1,35.87462542,128.6520183
대구,대구광역시 북구 동변로 60. 대구동변초등학교 (동변동),대구동변초등학교,1,35.91901335,128.6043165
대구,대구광역시 동구 신암북로7길 22(신암동.대구동부초등학교),대구동부초등학교,1,35.8881554,128.6203799
대구,대구광역시 수성구 범어동678-3,대구동산초등학교,1,35.84904276,128.6278141
대구,대구광역시 수성구 수성로 311번지282,대구동성초등학교,1,35.8530121,128.6125271
대구,대구광역시 동구 신암2동487 (청구로 74),대구동신초등학교,1,35.87778888,128.6152835
대구,대구광역시 수성구 만촌2동934,대구동원초등학교,1,35.86532178,128.6396783
대구,대구광역시 중구 동인4가388,대구동인초등학교,1,35.86773963,128.610164
대구,대구광역시 수성구 수성동2가17-1번지,대구동일초등학교,1,35.85776482,128.6169449
대구,대구광역시 수성구 상록로16길 20. 대구동천초등학교 (범어동),대구동천초등학교,1,35.86569403,128.6252851
대구,대구광역시 북구 동천로 84(동천동915-1),대구동평초등학교,1,35.93887648,128.5606907
대구,대구광역시 동구 동호로2길 25 (동호동),대구동호초등학교,1,35.86457322,128.7242772
대구,대구광역시 서구 달구벌대로357길 22(서구 내당1동 211-1번지),대구두류초등학교,1,35.86143107,128.5599456
대구,대구광역시 수성구 지산1동1043,대구두산초등학교,1,35.83258098,128.6256629
대구,대구광역시 수성구 들안로16길 58(두산동.대구들안길초등학교),대구들안길초등학교,1,35.83876968,128.6184805
대구,대구광역시 수성구 만촌2동980,대구만촌초등학교,1,35.8669704,128.6477454
대구,대구광역시 달성군 다사읍 매곡리1536,대구매곡초등학교,1,35.86188747,128.4682603
대구,대구광역시 수성구 천을로31길 16(매호동.대구매동초등학교),대구매동초등학교,1,35.84497902,128.7091505
대구,대구광역시 북구 매천로 179. 매천초등학교 (매천동),대구매천초등학교,1,35.91260044,128.542189
대구,대구광역시 수성구 매호동611-1,대구매호초등학교,1,35.84141153,128.7123719
대구,대구광역시 달성군 화원읍 명곡로 40대구명곡초등학교 (화원읍.명곡초등학교),대구명곡초등학교,1,35.79641644,128.4962876
대구,대구광역시 중구 남산로2길 125(남산동.명덕초등학교),대구명덕초등학교,1,35.85791503,128.5894862
대구,대구광역시 북구 복현로 180(복현동.대구문성초등학교),대구문성초등학교,1,35.90530322,128.6200384
대구,대구광역시 달성군 옥포면 용연사길 5. 대구반송초등학교 (옥포면),대구반송초등학교,1,35.75641816,128.4949014
대구,대구광역시 동구 안심로49길 70(서호동.대구반야월초등학교),대구반야월초등학교,1,35.86891996,128.7111924
대구,대구광역시 동구 방촌동1072-6,대구방촌초등학교,1,35.88040267,128.6627858
대구,대구광역시 수성구 지범로41길 33(범물동.범물초등학교),대구범물초등학교,1,35.82158762,128.6452178
대구,대구광역시 수성구 범어2동154,대구범어초등학교,1,35.86030554,128.6329684
대구,대구광역시 수성구 범안로20길 8(범물동.복명초등학교),대구복명초등학교,1,35.8173861,128.64722
대구,대구광역시 북구 복현동 225번지(복현2동 225번지),대구복현초등학교,1,35.89795562,128.6214879
대구,대구광역시 달서구 장기로 198(감삼동.대구본리초등학교),대구본리초등학교,1,35.84430677,128.538612
대구,대구광역시 남구 효성로 71. 대구봉덕초등학교 (봉덕동),대구봉덕초등학교,1,35.83934091,128.5976151
대구,대구광역시 동구 팔공로53길30,대구봉무초등학교,1,35.92561927,128.6377672
대구,대구광역시 달성군 논공읍 논공로11길 18. 대구북동초등학교 (논공읍),대구북동초등학교,1,35.72950715,128.4406981
대구,대구광역시 북구 동천로 20(동천동.대구북부초등학교),대구북부초등학교,1,35.93321987,128.559108
대구,대구광역시 서구 통학로48길 7. 비산1동 786-1 (비산동. 북비산초등학교),대구북비산초등학교,1,35.88163016,128.5641818
대구,대구광역시 동구 불로동1017번지,대구불로초등학교,1,35.89719297,128.6328133
대구,대구광역시 서구 비산1동705-1,대구비봉초등학교,1,35.88296713,128.5686286
대구,대구광역시 서구 평리1동662-1,대구비산초등학교,1,35.87849094,128.5638765
대구,대구광역시 달성군 유가면 테크노북로 144(유가면),대구비슬초등학교,1,35.69609805,128.4586832
대구,대구광역시 북구 내곡로 124(사수동),대구사수초등학교,1,35.90067488,128.5157078
대구,대구광역시 수성구 신매동57-1번지,대구사월초등학교,1,35.83388589,128.7153618
대구,대구광역시 북구 산격로10길 14. 대구산격초등학교 (산격동. 대구산격초등학교),대구산격초등학교,1,35.89441673,128.606952
대구,대구광역시 중구 삼덕동3가316,대구삼덕초등학교,1,35.86323707,128.6083149
대구,대구광역시 수성구 청수로 22-23(중동.삼육초등학교),대구삼육초등학교,1,35.83994965,128.6106069
대구,대구광역시 달서구 월곡로20길 15(상인동.상원초등학교),대구상원초등학교,1,35.80662354,128.5507086
대구,대구광역시 달서구 월곡로 211. 대구상인초등학교 (상인동),대구상인초등학교,1,35.81338487,128.5423786
대구,대구광역시 동구 과학로13길 5(각산동),대구새론초등학교,1,35.8842148,128.7171865
대구,대구광역시 서구 평리로 395. 서도초등학교 (평리동),대구서도초등학교,1,35.86687358,128.5657959
대구,대구광역시 달성군 다사읍 서재로7길 55(다사읍),대구서동초등학교,1,35.871897,128.4885117
대구,대구광역시 북구 호국로43길 35서변초등학교 (서변동),대구서변초등학교,1,35.9205478,128.5949308
대구,대구광역시 서구 비산2.3동405-1,대구서부초등학교,1,35.87362869,128.5740601
대구,대구광역시 달성군 다사읍 서재리 262대구서재초등학교,대구서재초등학교,1,35.87214202,128.4980868
대구,대구광역시 동구 파계로 525-11(중대동),대구서촌초등학교,1,35.9801703,128.6316476
대구,대구광역시 서구 평리6동574-6번지,대구서평초등학교,1,35.87834117,128.5484515
대구,대구광역시 달서구 용산동504번지,대구선원초등학교,1,35.86094326,128.5152653
대구,대구광역시 달서구 이곡1동1306-5(화합로 77),대구성곡초등학교,1,35.85779249,128.5135758
대구,대구광역시 달서구 본리동166-1,대구성당초등학교,1,35.84029849,128.5473088
대구,대구광역시 수성구 황금동 청수로 45길 27(황금동 373번지),대구성동초등학교,1,35.8414184,128.6323819
대구,대구광역시 남구 성당로30길55(대명4동 3050),대구성명초등학교,1,35.84564305,128.571001
대구,대구광역시 북구 호국로57길 42(서변동.대구성북초등학교),대구성북초등학교,1,35.92629918,128.5939561
대구,대구광역시 달서구 선원남로 173번지(용산동 419-4번지),대구성산초등학교,1,35.85765753,128.5188425
대구,대구광역시 달서구 이곡1동727-1,대구성서초등학교,1,35.8515471,128.5143205
대구,대구광역시 달성군 다사읍 세천로 182-9(다사읍),대구세천초등학교,1,35.87428022,128.48147
대구,대구광역시 달서구 학산로2길 38. 대구송일초등학교 (월성동),대구송일초등학교,1,35.82391392,128.5330885
대구,대구광역시 동구 안심로90길 9. 대구송정초등학교 (괴전동),대구송정초등학교,1,35.87014286,128.733494
대구,대구광역시 달서구 송현로 128. 송현초등학교 (송현동),대구송현초등학교,1,35.82842153,128.5447677
대구,대구광역시 수성구 상화로5길 40(상동.대구수성초등학교),대구수성초등학교,1,35.83675192,128.610104
대구,대구광역시 중구 수창동73번지,대구수창초등학교,1,35.87445649,128.5842983
대구,대구광역시 동구 숙천로 17. 대구숙천초등학교 (숙천동),대구숙천초등학교,0,35.87669849,128.7534205
대구,대구광역시 수성구 매호동1332-1,대구시지초등학교,1,35.84356061,128.7031878
대구,대구광역시 달서구 신당동1844-2,대구신당초등학교,1,35.85301677,128.496279
대구,대구시 수성구 달구벌대로650길 26(신매동 583번지),대구신매초등학교,1,35.83619527,128.7091169
대구,대구광역시 동구 신암5동134-87,대구신성초등학교,1,35.89063725,128.6295601
대구,대구광역시 북구 경대로 21(대현동.대구신암초등학교),대구신암초등학교,1,35.883649,128.6123995
대구,대구광역시 달서구 조암남로100(월성동 1351번지),대구신월초등학교,1,35.82034406,128.5226987
대구,대구광역시 동구 신천3동185-1,대구신천초등학교,1,35.87149805,128.6207005
대구,대구광역시 달서구 두류공원로 257. 신흥초등학교 (두류동),대구신흥초등학교,1,35.8561028,128.5572199
대구,대구광역시 동구 아양로 221(신암동),대구아양초등학교,1,35.88705862,128.6374599
대구,대구광역시 동구 율하동로23길 66. 대구안일초등학교 (율하동),대구안일초등학교,1,35.87140441,128.6951125
대구,대구광역시 남구 이천동447,대구영선초등학교,1,35.85304555,128.595716
대구,대구광역시 북구 칠성시장로23길 55(칠성동2가.대구옥산초등학교),대구옥산초등학교,1,35.88147678,128.5985496
대구,대구광역시 달성군 옥포면 비슬로 2220(옥포면.옥포초등학교),대구옥포초등학교,1,35.78786109,128.4644994
대구,대구광역시 달서구 이곡동 1191-1대구와룡초등학교,대구와룡초등학교,1,35.85675331,128.5018841
대구,대구광역시 달성군 다사읍 매곡리1542,대구왕선초등학교,1,35.86299581,128.4651677
대구,대구광역시 달성군 가창면 용계리7 용계초등학교,대구용계초등학교,1,35.80409171,128.6215598
대구,대구광역시 달서구 용산1동880,대구용산초등학교,1,35.85504683,128.5322576
대구,대구광역시 달서구 용산로 260. 대구용전초등학교 (용산동. 용전초등학교),대구용전초등학교,1,35.86088823,128.5312586
대구,대구광역시 수성구 지산로12,대구용지초등학교,1,35.82236632,128.6327883
대구,대구광역시 달서구 조암남로32길 55(유천동),대구용천초등학교,1,35.81972542,128.5126004
대구,대구광역시 동구 방촌동1113-319(용호1길 72),대구용호초등학교,1,35.87709385,128.6723806
대구,대구광역시 북구 대천로 148(구암동.대구운암초등학교),대구운암초등학교,1,35.93548627,128.5655438
대구,대구광역시 달서구 상인로 40(상인동.월곡초등학교),대구월곡초등학교,1,35.81193773,128.5495153
대구,대구광역시 달서구 진천동월배로 131 (진천동 57-1),대구월배초등학교,1,35.81642498,128.5287268
대구,대구광역시 달서구 월배로39길 46(상인동.대구월서초등학교),대구월서초등학교,1,35.82157169,128.5318971
대구,대구광역시 달서구 학산로7길 26(월성동.월성초등학교),대구월성초등학교,1,35.83068067,128.5318907
대구,대구광역시 달서구 조암로6길 55(월성동.대구월암초등학교),대구월암초등학교,1,35.82837826,128.5218873
대구,대구광역시 달서구 상인서로 60(상인동.월촌초등학교),대구월촌초등학교,1,35.81610276,128.5435022
대구,대구광역시 달성군 유가면 테크노대로5길 34. 대구유가초등학교 (유가면),대구유가초등학교,1,35.69221253,128.4675473
대구,대구광역시 달서대로 39(유천동 327-1번지),대구유천초등학교,1,35.8121902,128.5121477
대구,대구광역시 동구 안심로16길 70. 행정실 (율하동),대구율금초등학교,1,35.86161537,128.6919859
대구,대구광역시 동구 율하동로 55. 대구율원초등학교 (율하동),대구율원초등학교,1,35.86449904,128.7006601
대구,대구광역시 동구 율하동로15길 1. 대구율하초등학교 (율하동.율하초등학교),대구율하초등학교,1,35.86767979,128.7013126
대구,대구광역시 서구 평리5동1500번지,대구이현초등학교,1,35.8731388,128.5504805
대구,대구광역시 서구 서대구로66길 20(비산동1025-10),대구인지초등학교,1,35.88662588,128.5669644
대구,대구광역시 동구 입석동999-20,대구입석초등학교,1,35.89078371,128.6434104
대구,대구광역시 달서구 장기로 280. 대구장기초등학교 (장기동.장기초등학교),대구장기초등학교,1,35.8441403,128.5290638
대구,대구광역시 달서구 장산로 30(용산동.장산초등학교),대구장산초등학교,1,35.85463224,128.5265998
대구,대구광역시 달서구 달구벌대로 1429-11(장기동.대구장성초등학교),대구장성초등학교,1,35.85101394,128.5231345
대구,대구광역시 달서구 조암로5길 19(월성동.조암초등학교),대구조암초등학교,1,35.82393837,128.5286231
대구,대구광역시 북구 조야로8길 16(조야동.대구조야초등학교),대구조야초등학교,1,35.90946904,128.5773486
대구,대구광역시 중구 서문로1가1-5,대구종로초등학교,1,35.87218942,128.5900104
대구,대구광역시 달성군 다사읍 죽곡리189,대구죽곡초등학교,1,35.85647649,128.4629754
대구,대구광역시 달서구 죽전동174-1번지,대구죽전초등학교,1,35.85738553,128.539923
대구,대구광역시 서구 이현동48-60,대구중리초등학교,1,35.86943473,128.5453332
대구,대구광역시 수성구 만촌로 125. 대구중앙초등학교,대구중앙초등학교,1,35.86988048,128.6405473
대구,대구광역시 동구 파계로6길 54-3(지묘동546),대구지묘초등학교,1,35.94282358,128.638561
대구,대구광역시 수성구 지산1동1296,대구지봉초등학교,1,35.82514544,128.640728
대구,대구광역시 수성구 지산동1149번지,대구지산초등학교,1,35.82722161,128.6298735
대구,대구광역시 달서구 진천로4길 32(진천동.대구진월초등학교),대구진월초등학교,1,35.81086257,128.5279121
대구,대구광역시 달성군 화원읍 성천로 192. 성천로 192 (화원읍. 천내초등학교),대구천내초등학교,1,35.80964532,128.5017974
전남,전라남도 강진군 대구면청자로 1888,대구초등학교,1,34.49220362,126.7987514
대구,대구광역시 북구 칠곡중앙대로110길 5(읍내동.칠곡초등학교),대구칠곡초등학교,1,35.9450151,128.5515114
대구,대구광역시 북구 침산남로32길 17대구광역시 북구 침산2동 211,대구칠성초등학교,1,35.88645335,128.5937683
대구,대구광역시 북구 성북로 25. 대구침산초등학교 (침산동),대구침산초등학교,1,35.89126754,128.5857141
대구,대구광역시 북구 태전1동957번지,대구태전초등학교,1,35.92994713,128.5459961
대구,대구광역시 북구 태전로 95(태전동.대구태현초등학교),대구태현초등학교,1,35.92795388,128.5409448
대구,대구광역시 수성구 파동로51길 34(파동.파동초등학교),대구파동초등학교,1,35.82435439,128.6077822
대구,대구광역시 달서구 호산동350-1,대구파호초등학교,1,35.85035578,128.4815074
대구,대구광역시 북구 팔달동73-4,대구팔달초등학교,1,35.89793209,128.5448149
대구,대구광역시 서구 평리3동1070-37번지,대구평리초등학교,1,35.87262583,128.5605858
대구,대구광역시 달성군 현풍면 테크노북로 80(현풍면),대구포산초등학교,1,35.69469671,128.4526479
대구,대구광역시 달성군 하빈면 현내리853,대구하빈초등학교,1,35.90098758,128.4420322
대구,대구광역시 북구 학정동로 23(국우동1079-1),대구학남초등학교,1,35.94592541,128.5663437
대구,대구광역시 달서구 월성로 76. 대구학산초등학교 (월성동.학산초등학교),대구학산초등학교,1,35.83084127,128.5263519
대구,대구광역시 북구 학정동985번지,대구학정초등학교,1,35.94818909,128.5691014
대구,대구광역시 달서구 월배로11길 42(대천동),대구한샘초등학교,1,35.81684736,128.5190117
대구,대구광역시 달서구 조암남로 172-13(유천동),대구한솔초등학교,1,35.8164908,128.5155618
대구,대구광역시 북구 동천로 33동천동949,대구함지초등학교,1,35.93457225,128.5579467
대구,대구광역시 동구 팔공로 220-4. 1571 (봉무동),대구해서초등학교,1,35.91785902,128.6430221
대구,대구광역시 동구 옻골로 50. 대구해안초등학교 (부동. 대구해안초등학교),대구해안초등학교,1,35.89579501,128.6828919
대구,대구광역시 달서구 달서대로109길 116. 대구호산초등학교 (호산동. 대구호산초등학교),대구호산초등학교,1,35.84901092,128.4791934
대구,대구광역시 달성군 화원읍 명천로 181. 대구화남초등학교 (화원읍),대구화남초등학교,1,35.79988436,128.4982951
대구,대구광역시 달성군 화원읍 성암로 38(화원읍.대구화동초등학교),대구화동초등학교,1,35.79984818,128.5095421
대구,대구광역시 달성군 화원읍 비슬로 2580. 대구화원초등학교 (화원읍. 대구화원초등학교),대구화원초등학교,1,35.80290005,128.4995641
대구,대구광역시 수성구 황금2동820번지(초원5길 31번지),대구황금초등학교,1,35.84356207,128.6183388
대구,대구광역시 동구 효목1동212-10,대구효동초등학교,1,35.88403833,128.6448212
대구,대구광역시 남구 앞산순환로 707(봉덕동.효명초등학교),대구효명초등학교,1,35.83459341,128.6008841
대구,대구광역시 동구 효목2동633번지,대구효목초등학교,1,35.87652968,128.6422168
대구,대구광역시 동구 신천4동490번지,대구효신초등학교,1,35.87246004,128.6321771
충남,충청남도 태안군 원북면 대기리19번지,대기초등학교,1,36.79961134,126.2561681
충북,충청북도 청주시 청원구 북이면 대길길 28-24. 대길초등학교 (북이면),대길초등학교,1,36.732311,127.5585921
충남,충청남도 보령시 대천동158-2번지,대남초등학교,1,36.35201625,126.5942849
경기,경기도 안산시 단원구 풍도동251번지,대남초등학교풍도분교장,1,37.11101886,126.3932082
대전,대전광역시 유성구 엑스포로97번길100,대덕초등학교도룡분교장,1,36.37871391,127.3912635
경북,경상북도 포항시 남구 상공로92번길 25-10(대도동.대도초등학교),대도초등학교,1,36.01450285,129.3623637
경북,경상북도 성주군 용암면 운용로1340-9,대동초등학교,1,35.85761443,128.3574415
전남,전라남도 함평군 대동면향교리 906,대동향교초등학교,1,35.06782244,126.5323568
경북,김천시 대항면 대룡로82,대룡초등학교,1,36.12487455,128.0485557
전북,전북 임실군 신평면 대리289,대리초등학교,1,35.65917839,127.2696671
전남,전남 영광군 대마면 원흥리334-2,대마서초등학교,1,35.29540969,126.5585052
전남,전라남도 영광군 대마면영장로 277,대마초등학교,1,35.30270892,126.5813921
충남,충청남도 논산시 상월면 상월로260 (대촌리 268),대명초등학교,1,36.29765565,127.167074
충북,충청북도 충주시 동량면대미길 62,대미초등학교,1,37.03391614,127.9293315
광주,광주광역시 광산구 사암로340번길 19(월곡동.대반초등학교),대반초등학교,1,35.17549031,126.8093814
경북,경북 김천시 조마면 대방리539번지,대방초등학교,0,36.00174547,128.1313932
경남,경상남도 창원시 성산구 대정로 132(대방동.대방초등학교),대방초등학교,1,35.21122596,128.7066752
경남,경상남도 합천군 대병면 회양리880,대병초등학교,1,35.51943091,128.0107654
경기,경기도 안산시 단원구 대부중앙로 56. 대부초등학교 (대부북동),대부초등학교,1,37.24527786,126.5803625
전남,전라남도 영암군 삼호읍대불주거6로 41,대불초등학교,1,34.7565969,126.4603473
충남,충청남도 서산시 대산읍웅도1길 82(웅도리 40),대산초등학교웅도분교장,1,36.92006802,126.3840003
