시도,주소,학교명,상태_x,위도_x,경도_x,위도경도,상태_y,위도_y,경도_y
전북,전북 고창군 대산면 매산리196-3,매산초등학교,1,35.34015648,126.5949137,35.34015647698165126.59491374402685,,,
전남,전라남도 순천시 해룡면 좌야로 16. 매안초등학교 (해룡면),매안초등학교,1,34.93064512,127.552466,34.9306451153861127.552466014284,,,
경기,경기도 수원시 팔달구 인계동385번지,매여울초등학교,1,37.27052404,127.0368723,37.270524044482656127.0368722877048,,,
서울,서울특별시 성북구 북악산로 870(돈암동.고명정보산업고등학교),매원초등학교,0,37.59793215,127.0199253,37.597932153260494127.01992530140538,,,
강원,강원도 원주시 흥업면 북원로1324,매지초등학교,1,37.26863175,127.9063372,37.26863174985316127.90633723542908,,,
경기,경기도 수원시 영통구 매탄로 139(매탄동.매탄초등학교),매탄초등학교,1,37.26389387,127.04312809999999,37.263893868676426127.04312813604116,,,
충북,충청북도 단양군 매포읍단양로 1929,매포초등학교,1,37.03389952,128.3017652,37.03389952054883128.3017652205025,,,
경기,경기도 수원시 영통구 매탄3동1278번지,매현초등학교,1,37.25639761,127.0419605,37.25639761301903127.04196054598295,,,
경기,경기도 오산시청학로 147번길 10,매홀초등학교,1,37.16245525,127.06363290000002,37.16245525279325127.06363292045341,,,
경북,경북 울진군 원남면 오산리931,매화초등학교덕신분교장,1,36.89037581,129.412441,36.89037581110543129.41244101403512,,,
충북,충청북도 음성군 맹동면 쌍정리94번지,맹동초등학교,1,36.92702554,127.56349329999999,36.92702553570785127.56349329759544,,,
강원,강원도 삼척시 근덕면 상맹방리171-2번지,맹방초등학교,1,37.39864849,129.2138289,37.39864848999782129.21382891436258,,,
강원,강원도 평창군 태기로 493-11 (봉평면. 면온초등학교),면온초등학교,1,37.56494168,128.3498353,37.56494168296039128.34983533116923,,,
충남,충청남도 당진시 면천면 성상리772-1,면천초등학교,1,36.81801699,126.6675226,36.81801698704399126.6675225540276,,,
경남,경상남도 창원시 의창구 우곡로159번길 22-11. 명곡초등학교 (명서동.명곡초등학교),명곡초등학교,1,35.24317308,128.6446622,35.243173077223744128.64466216794148,,,
경기,경기도 수원시 권선구 세권로 319권선동.명당초등학교,명당초등학교,1,37.25199424,127.03925290000001,37.251994240450564127.03925287488865,,,
전남,전라남도 장흥군 회진면대리 626,명덕초등학교,1,34.47917119,126.96724679999998,34.47917119115433126.96724681383722,,,
경남,경상남도 창원시 의창구 명곡동119번지,명도초등학교,1,35.25583047,128.6438192,35.25583047159224128.64381916857383,,,
부산,부산광역시 동래구 명장로63번길60-5  명동초등학교,명동초등학교,1,35.20693965,129.1064764,35.20693965200178129.1064763771591,,,
부산,부산광역시 동래구 명륜1동   228명륜초등학교,명륜초등학교,1,35.20791196,129.0829962,35.207911961690385129.08299617314626,,,
울산,울산광역시 울주군 서생면 화산발리로 60명산초등학교 (서생면),명산초등학교,1,35.35095305,129.2961385,35.35095305430046129.2961384751992,,,
부산,부산광역시 동래구 명장2동   502-1명서초등학교,명서초등학교,1,35.21189642,129.1008508,35.21189641954753129.10085083159308,,,
인천,인천광역시 강화군 하점면 망월리256,명신초등학교,1,37.74443564,126.39047040000001,37.74443563873998126.39047036556026,,,
경기,경기도 수원시 장안구 정자동884-7,명인초등학교,1,37.29397472,126.994979,37.293974724846244126.99497901269966,,,
부산,부산광역시 동래구 복천로 121(명장동.명장초등학교),명장초등학교,1,35.20792125,129.09686159999998,35.207921250623826129.09686158245722,,,
울산,울산광역시 중구 태화동733,명정초등학교,1,35.5525393,129.2892747,35.552539303006576129.28927467694808,,,
강원,강원도 강릉시 회산동24번지,명주초등학교,1,37.7422996,128.8781724,37.74229960045332128.87817236083976,,,
부산,부산광역시 강서구 명지동 1336,명지초,0,35.10642791,128.9253645,35.1064279073492128.92536448747015,,,
충북,충청북도 제천시강명길 21 (명지동),명지초등학교,1,37.11838693,128.2047805,37.11838693197107128.20478048171196,,,
부산,부산광역시 북구 화명신도시로 159(화명동.명진초등학교),명진초등학교,1,35.23846649,129.01065079999998,35.238466493078256129.01065082952834,,,
충남,충청남도 보령시 주공로119 번지,명천초등학교,1,36.338888700000005,126.61077590000001,36.33888870468197126.61077589882206,,,
울산,울산광역시 북구 명촌동893,명촌초등학교,1,35.55322649,129.357021,35.55322648984418129.35702098606265,,,
강원,강원도 고성군 현내면금강산로 840,명파초등학교,1,38.541563200000006,128.4011698,38.54156320448989128.40116981364395,,,
경기,경기도 안양시 만안구 안양8동349-13,명학초등학교,1,37.38034387,126.9343679,37.38034386831976126.93436785502531,,,
부산,부산광역시 강서구 명지오션시티2로 41(명지동.명호초등학교),명호초등학교,1,35.08511637,128.9002391,35.08511637432396128.90023913687293,,,
강원,강원도 홍천군 서면 설밀길76,모곡초등학교,1,37.6771471,127.60062659999998,37.677147101789494127.600626615518,,,
강원,강원도 홍천군 서면 개야리103 번지,모곡초등학교강야분교장,1,37.69434364,127.6298456,37.69434363632039127.62984564381748,,,
경기,경기도 고양시 일산동구 하늘마을로 144(중산동.모당초등학교),모당초등학교,1,37.67942446,126.78091780000001,37.67942445527599126.78091784344416,,,
부산,부산광역시 사상구 모라동1364-1(덕상로120.모라동 모덕초),모덕초등학교,1,35.182181899999996,128.99132759999998,35.182181900089304128.99132760790263,,,
부산,부산광역시 사상구 모라로192번길 37(모라동.모동초등학교),모동초등학교,1,35.18512658,129.0018406,35.1851265781937129.00184064501292,,,
부산,부산광역시 사상구 모라로64번길 46(모라동.모라초등학교),모라초등학교,1,35.190142,128.9855633,35.19014200442582128.98556327069807,,,
충남,충청남도 아산시 배방읍 배방로 58-52(배방읍.모산초등학교),모산초등학교,1,36.76981763,127.0516716,36.76981762734086127.05167156893421,,,
경북,경상북도 상주시 모서면 삼포리202-1,모서초등학교,1,36.34269302,127.96122620000001,36.3426930214133127.96122620852968,,,
경북,경북 상주시 모서면 정산리355-2,모서초등학교화산분교장,1,36.30698641,127.87233619999999,36.30698641302683127.87233621518207,,,
경북,경상북도 경주시 천북면 산업로4974-5번지,모아초등학교,1,35.91978815,129.2462698,35.919788149326116129.24626983172286,,,
경북,경상북도 경주시 강동면 모서안길99-16번지,모아초등학교모서분교장,1,35.95025667,129.2530277,35.95025666887597129.25302768521252,,,
부산,부산광역시 기장군 정관읍 정관1로 17. 모전초등학교 (정관읍),모전초등학교,1,35.33941423,129.1621831,35.33941422535489129.16218313970654,,,
충북,충청북도 청주시 흥덕구 모충동쌍샘로 49,모충초등학교,1,36.62571515,127.47840959999999,36.625715153494994127.47840963466835,,,
충남,충청남도 태안군 소원면 모항파도로 116(소원면.모항초등학교),모항초등학교,1,36.77300931,126.13988590000001,36.773009313276376126.13988588495413,,,
경기,경기도 용인시 처인구 모현면 문현로179,모현초등학교,1,37.34328198,127.2286108,37.34328197705624127.22861081620668,,,
경기,경기도 시흥시 목감초등길 49(논곡동.목감초등학교),목감초등학교,1,37.38693115,126.85897250000001,37.386931149290255126.85897252266778,,,
충북,충청북도 괴산군 불정면목도로 42-1,목도초등학교,1,36.87401463,127.85442179999998,36.87401462927048127.85442175068277,,,
충북,충청북도 괴산군 불정면 추산리 545-2,목도초추산초,0,36.90253501,127.8175885,36.9025350094293127.81758852325544,,,
경기,경기도 가평군 북면 이곡리13-45,목동초등학교,1,37.87992234,127.54895990000001,37.87992234079936127.54895994428864,,,
경기,경기도 가평군 북면가화로 2680,목동초등학교명지분교장,1,37.97091228,127.4544304,37.97091228472168127.45443036092257,,,
광주,광주광역시 광산구 목련로153번길 20(운남동.목련초등학교),목련초등학교,1,35.17252841,126.81517120000001,35.172528410579446126.81517121082628,,,
충남,충청남도 청양군 목면 철마장길27(안심리 355번지),목면초등학교,1,36.4209996,127.0042595,36.42099959965824127.00425949342501,,,
경기,경기도 고양시 덕양구 푸른마을로 63. 목암초등학교 (고양동. 목암초등학교),목암초등학교,1,37.71383367,126.90464170000001,37.71383367130903126.90464166366377,,,
충남,충청남도 천안시 동남구 서리2길 31(목천읍.목천초등학교),목천초등학교,1,36.78758906,127.23557579999999,36.78758906254506127.2355758348488,,,
전남,전라남도 목포시 호남동567,목포남초등학교,1,34.79116447,126.39093600000001,34.79116446854013126.3909359906163,,,
전남,전라남도 목포시 청호로79,목포대성초등학교,1,34.79940341,126.3802582,34.799403405910816126.38025824201642,,,
전남,전라남도 목포시 용해동631,목포대연초등학교,1,34.82042264,126.3994212,34.82042264497093126.39942121592364,,,
전남,전라남도 목포시 산정로245,목포동초등학교,1,34.80942066,126.38757109999999,34.80942066456691126.38757113910653,,,
전남,전라남도 목포시 옥암동1102번지,목포미항초등학교,1,34.8011787,126.4392679,34.801178701989734126.4392679235976,,,
전남,전라남도 목포시 연산백련로 40. 목포백련초등학교 (연산동),목포백련초등학교,1,34.81826869,126.3897135,34.81826868664044126.3897135233683,,,
전남,전라남도 목포시 통일대로75번길24번지,목포부영초등학교,1,34.80331537,126.43350530000001,34.80331536810081126.43350529927824,,,
전남,전라남도 목포시 남악2로22번길 37(옥암동),목포부주초등학교,1,34.80851714,126.45699270000001,34.808517136356265126.45699273295534,,,
전남,전라남도 목포시 수문로 83(북교동.북교초등학교),목포북교초등학교,1,34.79603991,126.3782379,34.796039911973274126.37823786765804,,,
전남,전라남도 목포시산대로26,목포산정초등학교,1,34.80136884,126.3896108,34.801368841166585126.38961080707546,,,
전남,전라남도 목포시 산정동1367번지,목포삼학초등학교,1,34.79093602,126.40084569999999,34.790936023017615126.40084572058834,,,
전남,전라남도 목포시 상동로21번길73,목포상동초등학교,1,34.81373035,126.4118987,34.81373035198805126.41189870084546,,,
전남,전라남도 목포시원산로 27(산정동),목포서부초등학교,1,34.80306118,126.3721529,34.80306118234303126.37215290582192,,,
전남,전라남도 목포시 유달로28,목포서산초등학교,1,34.78205777,126.37407759999998,34.7820577680998126.37407759908122,,,
전남,전라남도 목포시 달동800-8,목포서산초등학교충무분교장,0,34.76193963,126.367309,34.761939629428824126.36730895971722,,,
전남,전라남도 목포시 연산로 148. 목포서해초등학교 (연산동),목포서해초등학교,1,34.81050315,126.38131609999998,34.81050314552036126.38131613450224,,,
전남,전라남도 목포시 옥암로186번길 20(석현동. 석현초등학교),목포석현초등학교,1,34.81479332,126.42457820000001,34.81479332459975126.42457817440204,,,
전남,전라남도 목포시 상동1017,목포신흥초등학교,1,34.79941433,126.4250916,34.799414326783925126.42509156139765,,,
전남,전라남도 목포시 당가두로38번길 23. 목포애향초등학교 (옥암동),목포애향초등학교,1,34.809011299999995,126.4418946,34.80901129990833126.44189461708193,,,
전남,전라남도 목포시 연동로17번길-9,목포연동초등학교,1,34.79632342,126.394421,34.79632342243485126.39442095060105,,,
전남,전라남도 목포시 옥암동1308,목포영산초등학교,1,34.80803955,126.45020259999998,34.80803955456795126.45020259440876,,,
전남,전라남도 목포시 포미로35,목포용해초등학교,1,34.81877801,126.39640770000001,34.81877801453905126.39640770985085,,,
전남,전라남도 목포시 용당로139,목포용호초등학교,1,34.79962099,126.4006649,34.79962098970581126.40066487225495,,,
전남,전라남도 목포시 유달동8,목포유달초등학교,1,34.78567232,126.37864350000001,34.78567232495868126.37864345040808,,,
전남,전라남도 목포시 달리길157번길 35(달동.유달초등학교달리분교),목포유달초등학교달리분교장,1,34.77462584,126.31435649999999,34.77462584397675126.31435649938528,,,
전남,전라남도 목포시 율도동261,목포유달초등학교율도분교장,0,34.80306913,126.3225399,34.803069132508305126.32253992947511,,,
전남,전라남도 목포시 이로로9번길 3(용해동.식수대),목포이로초등학교,1,34.80478465,126.40664679999999,34.804784651910246126.40664676098685,,,
전남,전라남도 목포시 호남동463,목포중앙초등학교,1,34.79567925,126.3860293,34.79567924684797126.38602934497128,,,
전남,전라남도 목포시 옥암로96번길 25목포청호초등학교 (옥암동),목포청호초등학교,1,34.80973866,126.42771270000001,34.80973865895089126.4277127467692,,,
전남,전라남도 목포시 상동820번지,목포하당초등학교,1,34.80629826,126.41919920000001,34.80629825787329126.4191992352203,,,
전남,전라남도 목포시 상동887번지,목포한빛초등학교,1,34.80335715,126.42245020000001,34.803357150206125126.42245019704106,,,
전남,전라남도 목포시 텃골로33번길 94-8(상동.목포항도초등학교),목포항도초등학교,1,34.81608698,126.4153445,34.81608697735339126.41534449082351,,,
충북,충청북도 충주시 목행초길 16. 목행초등학교 (목행동),목행초등학교,1,37.00731262,127.91835209999999,37.007312617220826127.91835209818242,,,
부산,부산광역시 사하구 다대동1633,몰운대초등학교,1,35.05487622,128.96311200000002,35.054876221254354128.96311200498337,,,
전남,전남 무안군 몽탄면 청용리401,몽탄남초등학교,1,34.89266924,126.5020415,34.89266923540416126.5020414718145,,,
전남,전남 무안군 몽탄면 사창리720,몽탄북초등학교,1,34.96563826,126.51730649999999,34.9656382627007126.51730649309064,,,
전남,전라남도 무안군 몽탄면사천리 170,몽탄초등학교,1,34.92892449,126.5015423,34.92892449440961126.50154232371555,,,
전남,전라남도 영광군 묘량면 운당리478번지,묘량중앙초등학교,1,35.26774872,126.55140619999999,35.26774872270569126.55140624893623,,,
강원,강원도 철원군 철원읍 묘장로 344.   (철원읍. 묘장초등학교),묘장초등학교,1,38.26382502,127.1651064,38.26382502139413127.16510640762381,,,
울산,울산광역시 울주군 범서읍 장검1길 46. 장검1길 46 (범서읍.무거초등학교),무거초등학교,1,35.55221397,129.2524074,35.55221396537945129.25240737485285,,,
충북,충청북도 음성군 금왕읍 무극리86,무극초등학교,1,36.99124987,127.5989868,36.99124987074261127.59898684516995,,,
전북,전북 군산시 옥도면 무녀도리172번지,무녀도초등학교,1,35.80459594,126.4237475,35.804595940922006126.423747526904,,,
광주,광주광역시 북구 면앙로 99(우산동.무등초등학교),무등초등학교,1,35.17854321,126.92266940000002,35.178543213978145126.92266941528885,,,
울산,울산광역시 중구 약사로50,무룡초등학교,1,35.56984556,129.3348028,35.56984555948613129.3348027834447,,,
제주,제주특별자치도 서귀포시 대정읍 서삼중로106,무릉초등학교,1,33.27232556,126.2015179,33.27232556325227126.20151793577492,,,
경기,경기도 화성시 동탄청계로 303-34(청계동),무봉초등학교,1,37.20291874,127.11702450000001,37.20291874007996127.11702447391106,,,
전남,전라남도 여수시 화장동776,무선초등학교,1,34.77220583,127.64553719999999,34.77220582629253127.64553723416999,,,
강원,강원도 원주시 무실동만대로 155,무실초등학교,1,37.33497348,127.9218794,37.33497347875469127.92187942073713,,,
전남,전라남도 무안군 무안읍성내리 74-2,무안초등학교,1,34.99139717,126.47669479999999,34.991397172306556126.47669482793819,,,
경기,경기도 고양시 덕양구 행신동696,무원초등학교,1,37.61735813,126.8317304,37.61735813095835126.83173041368185,,,
경북,경상북도 구미시 무을면 송삼리송삼1길 33,무을초등학교,1,36.2639458,128.1974059,36.26394580281855128.1974059376523,,,
전북,전북 고창군 무장면 무장리21-1,무장초등학교,1,35.41503287,126.56440249999999,35.4150328724298126.56440247818395,,,
전북,전북 무주군 무주읍 읍내리416,무주중앙초등학교,1,36.01223017,127.66393059999999,36.01223016656693127.66393055343454,,,
전북,전북 무주군 무주읍 읍내리343,무주초등학교,1,36.01080667,127.6605909,36.01080666545877127.66059094945216,,,
경남,경상남도 진주시 영천강로119번길 37. 무지개초등학교 (충무공동),무지개초등학교,1,35.17156718,128.1372257,35.171567179261565128.13722565167677,,,
광주,광주광역시 남구 월지길 7(월성동),무학초등학교,1,35.06641771,126.8046142,35.06641770678977126.80461419458284,,,
경남,경상남도 하동군 청암면 청학로 716(청암면.청암초등학교),묵계초등학교청암분교장,1,35.15931327,127.79772690000001,35.159313272216785127.7977269042888,,,
강원,강원도 동해시 발한천길30,묵호초등학교,1,37.55229931,129.1026406,37.55229931474146129.1026405891953,,,
경북,경상북도 문경시 문경읍청운로 23,문경초등학교,1,36.73690159,128.10415030000001,36.73690159305314128.10415025223182,,,
충북,충청북도 괴산군 문광면 괴산로3446번지,문광초등학교,1,36.79003751,127.7832338,36.79003751212325127.78323384872824,,,
경기,경기도 안성시 공도읍 양기리332-25,문기초등학교,1,37.00733295,127.19430320000001,37.007332950649534127.19430319027842,,,
전남,전라남도 해남군 문내면 고당리 179,문내초,0,34.63264273,126.3483613,34.632642732853974126.34836128001007,,,
전남,전라남도 해남군 문내면문내화원로 541(고당리179번지),문내초등학교,1,34.63236625,126.3492533,34.632366253462074126.34925333240645,,,
전남,전라남도 보성군 문덕면봉정리 277,문덕초등학교,1,34.91998853,127.174985,34.91998853389001127.17498497000368,,,
강원,강원도 원주시 문막읍 건등리1704,문막초등학교,1,37.31255101,127.82083030000001,37.31255101042839127.82083029431436,,,
강원,강원도 원주시 문막읍 내신동1길 60-39(문막읍),문막초등학교취병분교장,0,37.30631745,127.8000983,37.306317446134464127.80009831945036,,,
경기,경기도 파주시 문발동노을빛로 21,문발초등학교,1,37.72598452,126.70689109999998,37.72598452157771126.70689111835048,,,
충북,충청북도 진천군 문백면 봉죽리297,문백초등학교,1,36.78616223,127.43293030000001,36.786162225441366127.43293030613249,,,
경기,경기도 파주시 문산읍 선유울3길 85. 문산동초등학교 (문산읍),문산동초등학교,1,37.86540698,126.7982744,37.86540697622645126.79827438389317,,,
충남,충청남도 서천군 문산면 신농리21-1,문산초등학교,1,36.14284299,126.7513358,36.1428429946734126.7513358060875,,,
충북,충청북도 진천군 문백면 사양리38-1,문상초등학교,1,36.83752396,127.4720665,36.83752396195375127.47206649613578,,,
경남,경상남도 사천시 삼상로25-12,문선초등학교,1,34.935359600000005,128.0789326,34.935359598739616128.07893261957744,,,
경기,경기도 오산시 여계산로 52-6문시초등학교 (금암동),문시초등학교,1,37.17420242,127.0458967,37.17420241532675127.04589666304487,,,
경남,경상남도 함안군 산인면모곡1길 2,문암초등학교,1,35.27256759,128.4577044,35.27256759054492128.45770441686855,,,
광주,광주광역시 북구 오치동1046-1,문우초등학교,1,35.18578956,126.9164088,35.18578956299904126.91640880330813,,,
경기,경기도 과천시 코오롱로53      문원초등학교,문원초등학교,1,37.4237227,126.9945953,37.423722695680155126.9945952854912,,,
충북,충청북도 청주시 상당구 문의면 문의시내1길 28-23(문의면),문의초등학교,1,36.518162100000005,127.4935509,36.51816209642981127.49355089541096,,,
충북,충청북도 청주시 상당구 문의면 두모1길 13-14(문의면),문의초등학교도원분교장,1,36.51765221,127.4698571,36.51765220978609127.4698571370977,,,
경북,경상북도 구미시 고아읍 문장로 168. 문장초등학교 (고아읍),문장초등학교,1,36.14897653,128.3323349,36.14897652515515128.33233491164518,,,
광주,광주광역시 북구 대천로169번길 7. 문정초등학교 (문흥동),문정초등학교,1,35.18906299,126.9213463,35.189062986985704126.921346285652,,,
대전,대전광역시 유성구 전민로 41(문지동.문지초등학교),문지초등학교,1,36.39589139,127.39961159999999,36.39589138806147127.3996116170598,,,
전북,전북 군산시 산북동2701,문창초등학교,1,35.95632362,126.65563490000001,35.95632362498253126.65563487502784,,,
전남,전라남도 나주시 문평면 문평로15(문평면 동원리 719),문평초등학교,1,35.05841939,126.60428610000001,35.05841939415535126.6042861335677,,,
울산,울산광역시 동구 방어동999번지,문현초등학교,1,35.48063581,129.4137772,35.48063581009865129.41377717167634,,,
강원,강원도 철원군 갈말읍 태봉로1556,문혜초등학교,1,38.18754424,127.31906070000001,38.18754424239974127.31906067666063,,,
경기,경기도 고양시 일산서구 주엽동37번지,문화초등학교,1,37.67471016,126.7675378,37.67471015665065126.7675377931045,,,
광주,광주광역시 북구 문흥2동문산로 17,문흥중앙초등학교,1,35.18383491,126.921022,35.183834914552754126.92102195514816,,,
광주,광주광역시 북구면앙로 19 (문흥동),문흥초등학교,1,35.18070095,126.9144554,35.1807009467531126.91445544773252,,,
경남,경상남도 양산시 물금읍 가촌새터길15,물금초등학교,1,35.31684407,128.9906972,35.3168440692748128.9906971742723,,,
제주,제주특별자치도 제주시 애월읍 엄수로202-4(애월읍.물메초등학교),물메초등학교,1,33.46596843,126.3914602,33.465968427560036126.3914602358725,,,
경북,경상북도 봉화군 물야면오록길 25,물야초등학교,1,36.9793811,128.73700870000002,36.979381101388455128.7370087440857,,,
경기,경기도 안성시 양성면 안성맞춤대로 2304-9(양성면.미곡초등학교),미곡초등학교,1,37.11041858,127.2451946,37.110418584359685127.2451946059919,,,
부산,부산광역시 동래구 충렬대로100번길 83온천동,미남초등학교,1,35.20346629,129.0727774,35.20346628740332129.07277740577666,,,
충남,충청남도 청양군 장평면 미당리38번지,미당초등학교,1,36.37500691,126.9335376,36.375006909553704126.93353755601179,,,
강원,강원도 태백시 원동6-3,미동초등학교,1,37.25618915,128.9837162,37.25618914744489128.98371615234754,,,
전남,전라남도 보성군 미력면도개리 731,미력초등학교,1,34.79956984,127.0862111,34.79956983776232127.08621113567673,,,
세종,세종특별자치시  나리로 26-16(한솔동),미르초등학교,1,36.47234072,127.25412220000001,36.472340716043576127.25412215033305,,,
전북,전북 익산시 금마면 용순리645-1,미륵초등학교,1,36.00177289,127.02234650000001,36.001772886973875127.02234652475876,,,
경남,경상남도 밀양시 미리벌로 41-22(삼문동.미리벌초등학교),미리벌초등학교,1,35.47959654,128.7489037,35.47959653782733128.74890374151465,,,
경기,경기도 하남시 미사강변북로55번길 70(선동. 미사강변초등학교),미사강변초등학교,1,37.57558341,127.18588970000002,37.575583410806345127.18588965385507,,,
경기,경기도 하남시 미사강변한강로334번길 46(망월동. 미사중앙초등학교),미사중앙초등학교,1,37.55915323,127.19894140000001,37.559153226970245127.19894135175302,,,
경기,경기도 하남시 미사강변한강로 200(망월동),미사초등학교,1,37.57139119,127.19311929999999,37.57139119498415127.1931193345158,,,
충남,충청남도 보령시 미산면 판미로 1462-7충청남도 보령시 미산면 도화담리 94,미산초등학교,1,36.28872387,126.6768129,36.288723867622345126.67681289487619,,,
전남,전남 영암군 미암면 호포리83,미암서초등학교,1,34.698574,126.5439611,34.698574003140216126.54396110927088,,,
전남,전라남도 영암군 미암면선황리 1189,미암초등학교,1,34.7000545,126.57343529999999,34.70005450021344126.57343531060695,,,
경기,경기도 안성시 미양면 양지리201번지,미양초등학교,1,36.97540925,127.213292,36.97540925264715127.2132919782838,,,
충북,충청북도 청주시 상당구 미원면 단재로 2482(미원면),미원초등학교,1,36.63600252,127.65952890000001,36.636002522458796127.65952892953115,,,
충북,충청북도 청주시 상당구 미원면 운암계원로 601(미원면),미원초등학교금관분교장,1,36.62098316,127.72281720000001,36.62098316313635127.72281720617906,,,
경기,경기도 가평군 설악면 한서로 233(설악면.미원초등학교 위곡분교),미원초등학교위곡분교장,1,37.67041118,127.5153721,37.67041117795418127.51537214637771,,,
경남,경상남도 남해군 미조면 미조리465-1,미조초등학교,1,34.71517503,128.0414567,34.7151750323332128.04145669199428,,,
경남,경상남도 진주시 미천면 안간리797-5(도로명 : 안간길 18-8),미천초등학교,1,35.31873499,128.0880347,35.31873499245833128.0880347474391,,,
울산,울산광역시 동구 진성15길 35(일산동.미포초등학교),미포초등학교,1,35.50606927,129.42193020000002,35.50606926640214129.42193024305465,,,
경기,경기도 안양시 동안구부림로22,민백초등학교,1,37.38627621,126.97002240000002,37.38627620572503126.97002237245444,,,
부산,부산광역시 수영구(민락동)551-12,민안초등학교,1,35.16281526,129.1213722,35.16281526152312129.12137216174665,,,
경남,경상남도 밀양시 석정로 139(내이동.밀성초등학교),밀성초등학교,1,35.50254595,128.7519977,35.5025459458337128.7519976681115,,,
경남,경상남도 밀양시 중앙로282-12번지,밀양초등학교,1,35.48876287,128.75637460000002,35.4887628698592128.75637463419022,,,
경남,경상남도 밀양시 가곡동가곡13길 24,밀주초등학교,1,35.47661991,128.76246940000001,35.4766199133645128.76246935310527,,,
경북,경상북도 고령군 성산면 성암로125,박곡초등학교,1,35.76329141,128.3785082,35.76329141162884128.37850821897328,,,
경기,경기도 안양시 만안구 삼봉로 38(박달동.박달초등학교),박달초등학교,1,37.40110314,126.9025818,37.40110313924532126.90258176496107,,,
강원,강원도 원주시 문막읍 원문로2265,반계초등학교,1,37.29176129,127.7908906,37.29176129370739127.79089062099672,,,
충남,충청남도 논산시 양촌면황산벌로 1126번길 5 (양촌면반곡리250번지),반곡초등학교,1,36.18255671,127.2052838,36.182556705735365127.20528376240385,,,
경남,경상남도 창원시 마산합포구 해양관광로 1460-14(구산면),반동초등학교,1,35.08750083,128.5840586,35.08750083472445128.58405860051622,,,
부산,부산광역시 해운대구 재송동1033-1,반산초등학교,1,35.19355395,129.12863049999999,35.193553946240726129.12863054512786,,,
부산,부산광역시 해운대구선수촌로 207번길 14,반석초등학교,1,35.21125907,129.12496869999998,35.21125907440907129.1249686678047,,,
경남,경상남도 진주시 일반성면 동부로2060,반성초등학교,1,35.16942623,128.285677,35.16942622591487128.28567697183246,,,
부산,부산광역시 해운대구 아랫반송로30번길. 37-16 (반송동),반송초등학교,1,35.22326878,129.14767129999998,35.223268783267905129.1476712512874,,,
부산,부산광역시 해운대구 반여4동1164-6번지,반안초등학교,1,35.20280673,129.1134181,35.20280673373733129.11341810340912,,,
부산,부산광역시 해운대구 재반로242번길 51-10(반여동.반여초등학교),반여초등학교,1,35.19884704,129.1352942,35.19884704117506129.1352942419559,,,
경기,경기도 안산시 상록구 건건로 39. 반월초등학교 (건건동.반월초등학교),반월초등학교,1,37.30540944,126.90149620000001,37.305409441589106126.90149615784478,,,
경기,경기도 평택시 이충로 7. 반지초등학교 (이충동),반지초등학교,1,37.0577192,127.06969299999999,37.057719204211146127.06969301519692,,,
울산,울산광역시 울주군 언양읍 샘소3길 19(언양읍. 반천초등학교),반천초등학교,1,35.55585007,129.1833054,35.555850070401576129.18330538640214,,,
경기,경기도 의정부시 신곡1동727-3,발곡초등학교,1,37.72813036,127.06308840000001,37.728130357604535127.06308835574795,,,
경기,경기도 화성시 동탄산척로1길 11. 방교초등학교,방교초등학교,1,37.17296359,127.1020069,37.17296358774472127.10200692197456,,,
울산,울산광역시 울주군 삼남면 하방로 56방기초등학교,방기초등학교,1,35.50686358,129.09302730000002,35.506863575766445129.09302732779912,,,
강원,강원도 평창군 방림면 방림리1344 번지,방림초등학교,1,37.42804886,128.39179860000002,37.42804886232323128.3917986218482,,,
경남,고성군 거류면 방산로42,방산초등학교,1,34.97132661,128.3638538,34.97132661031182128.3638537773156,,,
울산,울산광역시 동구 방어동146번지,방어진초등학교,1,35.48725622,129.4245822,35.48725622267924129.42458223084972,,,
경기,경기도 가평군 설악면 양방가루재길76,방일초등학교,1,37.62917176,127.49945859999998,37.62917176426739127.4994585917139,,,
경기,경기도 안성시 일죽면 사실로 86. 방초초등학교 (일죽면),방초초등학교,1,37.119611,127.433521,37.11961099972253127.43352098933056,,,
충남,충청남도 태안군 안면읍승언리 1312,방포초등학교,1,36.5068084,126.3468553,36.506808396565106126.34685533240112,,,
경기,경기도 시흥시 배곧4로 94-39. 배곧라온초등학교 (정왕동),배곧라온초등학교,1,37.37226965,126.73505220000001,37.372269651732594126.73505217603524,,,
경기,경기도 시흥시 배곧4로 44-5. 배곧초등학교 (정왕동),배곧초등학교,1,37.37588571,126.7291956,37.375885706611406126.7291956142328,,,
경기,경기도 시흥시 배곧1로 28-25(정왕동),배곧한울초등학교,1,37.36012561,126.71265,37.360125609824244126.71265000301534,,,
경기,경기도 시흥시 서울대학로 150-17. 배곧해솔초등학교,배곧해솔초등학교,1,37.36029014,126.71811720000001,37.360290137069676126.71811724787013,,,
충남,충청남도 아산시 배방읍 북수리25번길 11,배방초등학교,1,36.77121776,127.06328570000001,36.77121775903835127.06328571647968,,,
부산,부산광역시 수영구 망미배산로48번길85-15 (망미1동),배산초등학교,1,35.17747139,129.1025765,35.17747139078141129.10257654636771,,,
충남,충청남도 홍성군 금마면 죽림리381-2,배양초등학교,1,36.61379951,126.70959509999999,36.61379951451508126.70959513735646,,,
부산,부산광역시 강서구 대저2동 4552배영초등학교,배영초등학교,1,35.14991413,128.94576999999998,35.14991412600654128.9457700082426,,,
