학교명,시도,주소,상태,조사기준일
서울신양초등학교,서울,서울특별시 광진구 자양3동506-1번지,기존(원)교,20180401
서울신영초등학교,서울,서울특별시 영등포구 도신로4길32,기존(원)교,20180401
서울신용산초등학교,서울,서울특별시 용산구 이촌로 255. 301-75번지 (이촌동),기존(원)교,20180401
서울신우초등학교,서울,서울특별시 관악구 호암로 498. 신우초등학교 (신림동),기존(원)교,20180401
서울신원초등학교,서울,서울특별시 양천구남부순환로58길 32(신월동),기존(원)교,20180401
서울신월초등학교,서울,서울특별시 강서구강서로31길 48,기존(원)교,20180401
서울신은초등학교,서울,서울특별시 양천구신정이펜2로 30,신설(원)교,20180401
서울신자초등학교,서울,서울특별시 광진구 자양동뚝섬로 46길 64,기존(원)교,20180401
서울신정초등학교,서울,서울특별시 강서구 화곡2동869-42,기존(원)교,20180401
서울신중초등학교,서울,서울특별시 서초구 서초3동1466-6번지,기존(원)교,20180401
서울신창초등학교,서울,서울특별시 도봉구 창동468-1,기존(원)교,20180401
서울신천초등학교,서울,서울특별시 송파구 잠실동27-5,기존(원)교,20180401
서울신학초등학교,서울,서울특별시 도봉구 방학로247-21,기존(원)교,20180401
서울신현초등학교,서울,서울특별시 중랑구 신내1동663번지,기존(원)교,20180401
서울신화초등학교,서울,서울특별시 도봉구 창3동504-33번지(우이천길 157),기존(원)교,20180401
서울신흥초등학교,서울,서울특별시 금천구독산로 36 나길 21,기존(원)교,20180401
서울쌍문초등학교,서울,서울특별시 도봉구 우이천로 360쌍문초등학교,기존(원)교,20180401
서울아주초등학교,서울,서울특별시 송파구 잠실동115,기존(원)교,20180401
서울아현초등학교,서울,서울특별시 마포구 아현동굴레방로 6,기존(원)교,20180401
서울안산초등학교,서울,서울특별시 서대문구 홍제동44 (통일로 321),기존(원)교,20180401
서울안암초등학교,서울,서울특별시 성북구 인촌로7가길39,기존(원)교,20180401
서울안천초등학교,서울,서울특별시 금천구 한내로 69-16. 서울안천초등학교 (독산동),기존(원)교,20180401
서울안평초등학교,서울,서울특별시 동대문구 장한로14길 61. 서울안평초등학교 (장안동),기존(원)교,20180401
서울압구정초등학교,서울,서울특별시 강남구 압구정로39길 29. 서울압구정초등학교 (압구정동),기존(원)교,20180401
서울양강초등학교,서울,서울특별시 양천구 오목로 101(신월동.기계실),기존(원)교,20180401
서울양남초등학교,서울,서울특별시 광진구 자양2동692번지,기존(원)교,20180401
서울양동초등학교,서울,서울특별시 양천구 오목로23길 24서울양동초등학교,기존(원)교,20180401
서울양명초등학교,서울,서울특별시 양천구중앙로 204,기존(원)교,20180401
서울양목초등학교,서울,서울특별시 양천구 신정4동1001번지,기존(원)교,20180401
서울양원초등학교,서울,서울특별시 양천구 화곡로 16(신월동.서울양원초등학교),기존(원)교,20180401
서울양재초등학교,서울,서울특별시 서초구 바우뫼로18길 14양재동 101번지,기존(원)교,20180401
서울양전초등학교,서울,서울특별시 강남구 개포로 513. 서울양전초등학교 (개포동),기존(원)교,20180401
서울양진초등학교,서울,서울특별시 광진구 워커힐로 32. 서울양진초등학교 (광장동.양진초중학교),기존(원)교,20180401
서울양천초등학교,서울,서울특별시 강서구 양천로 329(가양동.양천초등학교),기존(원)교,20180401
서울양화초등학교,서울,서울특별시 양천구 목동중앙북로16길 57(목동.서울양화초등학교),기존(원)교,20180401
서울언남초등학교,서울,서울특별시 서초구 헌릉로8길 42(내곡동),기존(원)교,20180401
서울언북초등학교,서울,서울특별시 강남구 청담2동27번지,기존(원)교,20180401
서울언주초등학교,서울,서울특별시 강남구 도곡동922,기존(원)교,20180401
서울여의도초등학교,서울,서울특별시 영등포구 여의대방로439,기존(원)교,20180401
서울역삼초등학교,서울,서울특별시 강남구 역삼동833-7,기존(원)교,20180401
서울역촌초등학교,서울,서울특별시 은평구은평로3길 25,기존(원)교,20180401
서울연가초등학교,서울,서울특별시 서대문구 남가좌동364-6 (증가로12가길 49-50),기존(원)교,20180401
서울연광초등학교,서울,서울특별시 은평구 연서로35길 37(불광동.연광초등학교),기존(원)교,20180401
서울연신초등학교,서울,서울특별시 은평구 연서로 347(불광동),기존(원)교,20180401
서울연은초등학교,서울,서울특별시 은평구 응암3동334-12,기존(원)교,20180401
서울연지초등학교,서울,서울특별시 노원구 월계로55길 48(월계동.서울연지초등학교),기존(원)교,20180401
서울연천초등학교,서울,서울특별시 은평구연서로34길 22,기존(원)교,20180401
서울연촌초등학교,서울,서울특별시 노원구 하계동152번지,기존(원)교,20180401
서울연희초등학교,서울,서울특별시 서대문구 연희로 136 . 연희초등학교 (연희동),기존(원)교,20180401
서울염강초등학교,서울,서울특별시 강서구 허준로221-22 서울염강초등학교,기존(원)교,20180401
서울염경초등학교,서울,서울특별시 강서구 염창동79번지,기존(원)교,20180401
서울염동초등학교,서울,서울특별시 강서구 염창동45-4번지 (하염창길9-0),기존(원)교,20180401
서울염리초등학교,서울,서울특별시 마포구 토정로37길37,기존(원)교,20180401
서울염창초등학교,서울,서울특별시 강서구 염창동양천길 107,기존(원)교,20180401
서울영남초등학교,서울,서울특별시 금천구 문성로 62-15(독산동.서울영남초등학교),기존(원)교,20180401
서울영도초등학교,서울,서울특별시 양천구 목동중앙로 70903-1,기존(원)교,20180401
서울영동초등학교,서울,서울특별시 영등포구 당산동6가121-22번지,기존(원)교,20180401
서울영등포초등학교,서울,서울특별시 영등포구 문래동1가35-2번지,기존(원)교,20180401
서울영림초등학교,서울,서울특별시 영등포구 시흥대로173길 14. 서울영림초등학교 (대림동),기존(원)교,20180401
서울영문초등학교,서울,서울특별시 영등포구 문래로56(문래동6가),기존(원)교,20180401
서울영본초등학교,서울,서울특별시 동작구 본동441-11,기존(원)교,20180401
서울영서초등학교,서울,서울특별시 구로구 도림로20길 57. 영서초등학교 (구로동),기존(원)교,20180401
서울영신초등학교,서울,서울특별시 영등포구도신로60길 23,기존(원)교,20180401
서울영원초등학교,서울,서울특별시 영등포구 영등포동647-2번지,기존(원)교,20180401
서울영일초등학교,서울,서울특별시 구로구 남부순환로105길 218. 서울영일초등학교 (가리봉동),기존(원)교,20180401
서울영중초등학교,서울,서울특별시 영등포구 영등포동7가53번지,기존(원)교,20180401
서울영풍초등학교,서울,서울특별시 송파구 오금로57길 15. 서울영풍초등학교 (거여동),기존(원)교,20180401
서울영화초등학교,서울,서울특별시 동작구 등용로8길 3. 서울영화초등학교 (대방동),기존(원)교,20180401
서울영희초등학교,서울,서울특별시 강남구 일원로 21(일원동.영희초등학교),기존(원)교,20180401
서울오금초등학교,서울,서울특별시 송파구 위례성대로22길 11(오금동.오금초등학교),기존(원)교,20180401
서울오류남초등학교,서울,서울특별시 구로구서해안로 24길 22,기존(원)교,20180401
서울오류초등학교,서울,서울특별시 구로구 오류동15번지,기존(원)교,20180401
서울오륜초등학교,서울,서울특별시 송파구양재대로 1196,기존(원)교,20180401
서울오봉초등학교,서울,서울특별시 도봉구 시루봉로 285서울오봉초등학교,기존(원)교,20180401
서울오정초등학교,서울,서울특별시 구로구경인로 2길 10,기존(원)교,20180401
서울오현초등학교,서울,서울특별시 강북구 월계로 221(번동.오현초등학교),기존(원)교,20180401
서울옥수초등학교,서울,서울특별시 성동구 금호로1길 25. 옥수초등학교 (금호동4가),기존(원)교,20180401
서울옥정초등학교,서울,서울특별시 성동구 한림말길 43(옥수동.옥정초등학교),기존(원)교,20180401
서울온곡초등학교,서울,서울특별시 노원구 한글비석로52길 59. 서울온곡초등학교 (상계동),기존(원)교,20180401
서울온수초등학교,서울,서울특별시 구로구 온수동산2-8번지(온수동길 100),기존(원)교,20180401
서울왕북초등학교,서울,서울특별시 강남구 수서동745번지 서울왕북초등학교,기존(원)교,20180401
서울용강초등학교,서울,서울특별시 마포구 백범로17길 9(대흥동),기존(원)교,20180401
서울용곡초등학교,서울,서울특별시 광진구 중곡동176-1,기존(원)교,20180401
서울용답초등학교,서울,서울특별시 성동구 용답동29번지,기존(원)교,20180401
서울용동초등학교,서울,서울특별시 노원구 한글비석로1길 81-11(중계동.용동초등학교),기존(원)교,20180401
서울용두초등학교,서울,서울특별시 동대문구 천호대로13길 43(용두동.서울용두초등학교),기존(원)교,20180401
서울용마초등학교,서울,서울특별시 광진구 천호대로113길 10(중곡동.서울용마초등학교),기존(원)교,20180401
서울용산초등학교,서울,서울특별시 용산구 한강로2가1번지,기존(원)교,20180401
서울용암초등학교,서울,서울특별시 용산구녹사평대로 60길 39 (용산동2가 5-1488),기존(원)교,20180401
서울용원초등학교,서울,서울특별시 노원구 섬밭로 144. 용원초등학교 (공릉동. 서울용원초등학교),기존(원)교,20180401
서울우면초등학교,서울,서울특별시 서초구 태봉로 59서울우면초등학교,신설(원)교,20180401
서울우솔초등학교,서울,서울특별시 서초구 우면동554-1,신설(원)교,20180401
서울우신초등학교,서울,서울특별시 영등포구 신길로 190(신길동.우신초등학교),기존(원)교,20180401
서울우암초등학교,서울,서울특별시 서초구 우면동7길 38,기존(원)교,20180401
서울우이초등학교,서울,서울특별시 강북구 수유5동409번지(우이새싹길 11),기존(원)교,20180401
